act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,ReLU,BiLSTM+LSTM,40,87.55,86.84,88.52,87.67,7,10
ReLU,ELU,BiLSTM+LSTM,40,87.4,84.98,90.86,87.82,6,9
ReLU,LeakyReLU,BiLSTM+LSTM,40,86.55,87.3,85.54,86.41,9,10
ReLU,Tanh,BiLSTM+LSTM,40,87.54,86.4,89.1,87.73,8,10
ReLU,GELU,BiLSTM+LSTM,40,87.69,87.34,88.16,87.75,7,10
ReLU,SiLU,BiLSTM+LSTM,40,87.16,87.61,86.56,87.08,7,10
ReLU,Mish,BiLSTM+LSTM,40,87.09,87.04,87.16,87.1,7,10
ReLU,SELU,BiLSTM+LSTM,40,85.78,86.32,85.04,85.67,7,10
ReLU,PReLU,BiLSTM+LSTM,40,87.0,86.02,88.36,87.17,8,10
ReLU,Hardswish,BiLSTM+LSTM,40,86.41,87.5,84.96,86.21,9,10
ELU,ReLU,BiLSTM+LSTM,40,87.18,86.67,87.88,87.27,7,10
ELU,ELU,BiLSTM+LSTM,40,87.36,87.08,87.74,87.41,4,7
ELU,LeakyReLU,BiLSTM+LSTM,40,86.96,87.03,86.86,86.95,9,10
ELU,Tanh,BiLSTM+LSTM,40,87.72,86.78,89.0,87.88,7,10
ELU,GELU,BiLSTM+LSTM,40,85.9,86.63,84.9,85.76,9,10
ELU,SiLU,BiLSTM+LSTM,40,85.43,86.49,83.98,85.22,9,10
ELU,Mish,BiLSTM+LSTM,40,86.69,85.29,88.68,86.95,4,7
ELU,SELU,BiLSTM+LSTM,40,86.86,88.35,84.92,86.6,9,10
ELU,PReLU,BiLSTM+LSTM,40,86.56,86.59,86.52,86.55,7,10
ELU,Hardswish,BiLSTM+LSTM,40,87.81,86.83,89.14,87.97,6,9
LeakyReLU,ReLU,BiLSTM+LSTM,40,87.55,89.7,84.84,87.2,7,10
LeakyReLU,ELU,BiLSTM+LSTM,40,86.86,87.57,85.92,86.74,7,10
LeakyReLU,LeakyReLU,BiLSTM+LSTM,40,86.23,87.91,84.02,85.92,7,10
LeakyReLU,Tanh,BiLSTM+LSTM,40,85.88,84.25,88.26,86.21,9,10
LeakyReLU,GELU,BiLSTM+LSTM,40,87.36,85.96,89.3,87.6,9,10
LeakyReLU,SiLU,BiLSTM+LSTM,40,86.17,87.17,84.82,85.98,5,8
LeakyReLU,Mish,BiLSTM+LSTM,40,87.74,86.64,89.24,87.92,7,10
LeakyReLU,SELU,BiLSTM+LSTM,40,86.89,86.06,88.04,87.04,7,10
LeakyReLU,PReLU,BiLSTM+LSTM,40,86.62,87.09,85.98,86.53,7,10
LeakyReLU,Hardswish,BiLSTM+LSTM,40,86.13,85.86,86.5,86.18,9,10
Tanh,ReLU,BiLSTM+LSTM,40,85.23,86.52,83.46,84.96,10,10
Tanh,ELU,BiLSTM+LSTM,40,87.23,87.28,87.16,87.22,7,10
Tanh,LeakyReLU,BiLSTM+LSTM,40,87.44,87.17,87.8,87.49,7,10
Tanh,Tanh,BiLSTM+LSTM,40,85.87,86.08,85.58,85.83,10,10
Tanh,GELU,BiLSTM+LSTM,40,85.48,83.69,88.14,85.86,7,10
Tanh,SiLU,BiLSTM+LSTM,40,87.5,86.59,88.74,87.65,7,10
Tanh,Mish,BiLSTM+LSTM,40,86.43,86.82,85.9,86.36,8,10
Tanh,SELU,BiLSTM+LSTM,40,87.15,86.01,88.74,87.35,8,10
Tanh,PReLU,BiLSTM+LSTM,40,87.12,87.19,87.02,87.11,6,9
Tanh,Hardswish,BiLSTM+LSTM,40,86.47,85.93,87.22,86.57,9,10
GELU,ReLU,BiLSTM+LSTM,40,87.06,85.79,88.84,87.29,8,10
GELU,ELU,BiLSTM+LSTM,40,86.43,88.16,84.16,86.11,7,10
GELU,LeakyReLU,BiLSTM+LSTM,40,86.67,89.09,83.58,86.24,7,10
GELU,Tanh,BiLSTM+LSTM,40,87.46,87.58,87.3,87.44,8,10
GELU,GELU,BiLSTM+LSTM,40,86.29,88.06,83.96,85.96,8,10
GELU,SiLU,BiLSTM+LSTM,40,86.6,87.36,85.58,86.46,8,10
GELU,Mish,BiLSTM+LSTM,40,86.21,84.66,88.44,86.51,10,10
GELU,SELU,BiLSTM+LSTM,40,87.57,87.13,88.16,87.64,6,9
GELU,PReLU,BiLSTM+LSTM,40,86.91,87.89,85.62,86.74,9,10
GELU,Hardswish,BiLSTM+LSTM,40,86.61,87.11,85.94,86.52,7,10
SiLU,ReLU,BiLSTM+LSTM,40,87.21,87.22,87.2,87.21,7,10
SiLU,ELU,BiLSTM+LSTM,40,85.37,89.33,80.34,84.6,5,8
SiLU,LeakyReLU,BiLSTM+LSTM,40,86.75,88.35,84.66,86.47,8,10
SiLU,Tanh,BiLSTM+LSTM,40,86.23,85.46,87.32,86.38,7,10
SiLU,GELU,BiLSTM+LSTM,40,86.76,83.52,91.6,87.37,6,9
SiLU,SiLU,BiLSTM+LSTM,40,87.13,88.7,85.1,86.86,5,8
SiLU,Mish,BiLSTM+LSTM,40,86.07,87.98,83.56,85.71,7,10
SiLU,SELU,BiLSTM+LSTM,40,87.26,87.65,86.74,87.19,7,10
SiLU,PReLU,BiLSTM+LSTM,40,85.68,91.16,79.02,84.66,5,8
SiLU,Hardswish,BiLSTM+LSTM,40,87.09,85.85,88.82,87.31,7,10
Mish,ReLU,BiLSTM+LSTM,40,86.44,90.65,81.26,85.7,5,8
Mish,ELU,BiLSTM+LSTM,40,86.58,84.97,88.88,86.88,8,10
Mish,LeakyReLU,BiLSTM+LSTM,40,86.69,88.39,84.48,86.39,7,10
Mish,Tanh,BiLSTM+LSTM,40,86.76,84.46,90.1,87.19,7,10
Mish,GELU,BiLSTM+LSTM,40,86.71,86.53,86.96,86.74,8,10
Mish,SiLU,BiLSTM+LSTM,40,86.34,88.46,83.58,85.95,9,10
Mish,Mish,BiLSTM+LSTM,40,86.78,89.24,83.64,86.35,5,8
Mish,SELU,BiLSTM+LSTM,40,85.62,89.7,80.48,84.84,9,10
Mish,PReLU,BiLSTM+LSTM,40,86.5,85.77,87.52,86.64,6,9
Mish,Hardswish,BiLSTM+LSTM,40,85.65,86.27,84.8,85.53,9,10
SELU,ReLU,BiLSTM+LSTM,40,85.99,87.42,84.08,85.72,5,8
SELU,ELU,BiLSTM+LSTM,40,87.57,89.64,84.96,87.24,7,10
SELU,LeakyReLU,BiLSTM+LSTM,40,86.68,87.1,86.12,86.6,7,10
SELU,Tanh,BiLSTM+LSTM,40,87.06,85.99,88.54,87.25,7,10
SELU,GELU,BiLSTM+LSTM,40,87.35,87.87,86.66,87.26,7,10
SELU,SiLU,BiLSTM+LSTM,40,86.66,86.51,86.86,86.69,10,10
SELU,Mish,BiLSTM+LSTM,40,87.59,86.74,88.74,87.73,9,10
SELU,SELU,BiLSTM+LSTM,40,86.54,86.51,86.58,86.55,9,10
SELU,PReLU,BiLSTM+LSTM,40,86.56,86.06,87.26,86.65,7,10
SELU,Hardswish,BiLSTM+LSTM,40,86.35,84.32,89.3,86.74,8,10
PReLU,ReLU,BiLSTM+LSTM,40,87.38,86.68,88.34,87.5,7,10
PReLU,ELU,BiLSTM+LSTM,40,85.75,87.33,83.64,85.44,7,10
PReLU,LeakyReLU,BiLSTM+LSTM,40,86.13,85.24,87.4,86.3,9,10
PReLU,Tanh,BiLSTM+LSTM,40,87.0,88.88,84.58,86.68,4,7
PReLU,GELU,BiLSTM+LSTM,40,87.01,87.79,85.98,86.87,7,10
PReLU,SiLU,BiLSTM+LSTM,40,86.99,85.99,88.38,87.17,8,10
PReLU,Mish,BiLSTM+LSTM,40,86.93,84.24,90.86,87.42,6,9
PReLU,SELU,BiLSTM+LSTM,40,87.44,86.84,88.26,87.54,7,10
PReLU,PReLU,BiLSTM+LSTM,40,85.8,89.57,81.04,85.09,9,10
PReLU,Hardswish,BiLSTM+LSTM,40,87.44,87.47,87.4,87.43,7,10
Hardswish,ReLU,BiLSTM+LSTM,40,86.23,88.65,83.1,85.79,8,10
Hardswish,ELU,BiLSTM+LSTM,40,86.37,90.05,81.78,85.71,4,7
Hardswish,LeakyReLU,BiLSTM+LSTM,40,65.5,73.15,48.98,58.67,1,4
Hardswish,Tanh,BiLSTM+LSTM,40,86.03,86.62,85.22,85.92,9,10
Hardswish,GELU,BiLSTM+LSTM,40,86.48,84.03,90.08,86.95,8,10
Hardswish,SiLU,BiLSTM+LSTM,40,86.4,90.04,81.86,85.75,5,8
Hardswish,Mish,BiLSTM+LSTM,40,86.38,85.72,87.3,86.5,7,10
Hardswish,SELU,BiLSTM+LSTM,40,86.17,87.67,84.18,85.89,8,10
Hardswish,PReLU,BiLSTM+LSTM,40,86.48,84.98,88.62,86.76,7,10
Hardswish,Hardswish,BiLSTM+LSTM,40,85.64,87.48,83.18,85.28,7,10
