Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiLSTM+LSTM
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiLSTM+LSTM_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 10]  55/72      PReLU+LeakyReLU acc= 87.36  ETA  19.4m
[seed 50]  55/100       SiLU+GELU      acc= 86.86  ETA  51.4m
[seed 40]  54/100       SiLU+Tanh      acc= 86.23  ETA  53.8m
[seed 20]  56/100       SiLU+SiLU      acc= 86.63  ETA  49.8m
[seed 30]  56/100       SiLU+SiLU      acc= 86.89  ETA  50.0m
[seed 10]  56/72      PReLU+Tanh      acc= 86.00  ETA  18.3m
[seed 50]  56/100       SiLU+SiLU      acc= 87.02  ETA  50.3m
[seed 40]  55/100       SiLU+GELU      acc= 86.76  ETA  52.5m
[seed 20]  57/100       SiLU+Mish      acc= 87.24  ETA  48.7m
[seed 30]  57/100       SiLU+Mish      acc= 87.38  ETA  48.7m
[seed 10]  57/72      PReLU+GELU      acc= 87.03  ETA  17.1m
[seed 40]  56/100       SiLU+SiLU      acc= 87.13  ETA  51.2m
[seed 50]  57/100       SiLU+Mish      acc= 86.26  ETA  49.2m
[seed 30]  58/100       SiLU+SELU      acc= 86.00  ETA  47.5m
[seed 20]  58/100       SiLU+SELU      acc= 86.59  ETA  47.6m
[seed 10]  58/72      PReLU+SiLU      acc= 87.47  ETA  15.9m
[seed 50]  58/100       SiLU+SELU      acc= 86.62  ETA  48.1m
[seed 40]  57/100       SiLU+Mish      acc= 86.07  ETA  50.1m
[seed 30]  59/100       SiLU+PReLU     acc= 86.48  ETA  46.3m
[seed 20]  59/100       SiLU+PReLU     acc= 86.78  ETA  46.5m
[seed 10]  59/72      PReLU+Mish      acc= 86.96  ETA  14.8m
[seed 50]  59/100       SiLU+PReLU     acc= 85.37  ETA  47.0m
[seed 40]  58/100       SiLU+SELU      acc= 87.26  ETA  48.9m
[seed 30]  60/100       SiLU+Hardswish acc= 86.00  ETA  45.2m
[seed 20]  60/100       SiLU+Hardswish acc= 86.90  ETA  45.4m
[seed 10]  60/72      PReLU+SELU      acc= 86.80  ETA  13.7m
[seed 40]  59/100       SiLU+PReLU     acc= 85.68  ETA  47.6m
[seed 50]  60/100       SiLU+Hardswish acc= 86.59  ETA  45.8m
[seed 30]  61/100       Mish+ReLU      acc= 86.80  ETA  44.1m
[seed 20]  61/100       Mish+ReLU      acc= 86.71  ETA  44.3m
[seed 10]  61/72      PReLU+PReLU     acc= 86.96  ETA  12.5m
[seed 40]  60/100       SiLU+Hardswish acc= 87.09  ETA  46.5m
[seed 50]  61/100       Mish+ReLU      acc= 85.52  ETA  44.6m
[seed 20]  62/100       Mish+ELU       acc= 85.42  ETA  43.0m
[seed 30]  62/100       Mish+ELU       acc= 85.82  ETA  43.1m
[seed 10]  62/72      PReLU+Hardswish acc= 87.10  ETA  11.4m
[seed 40]  61/100       Mish+ReLU      acc= 86.44  ETA  45.2m
[seed 50]  62/100       Mish+ELU       acc= 86.54  ETA  43.5m
[seed 20]  63/100       Mish+LeakyReLU acc= 86.81  ETA  41.9m
[seed 30]  63/100       Mish+LeakyReLU acc= 87.06  ETA  42.0m
[seed 10]  63/72  Hardswish+ReLU      acc= 87.35  ETA  10.3m
[seed 40]  62/100       Mish+ELU       acc= 86.58  ETA  44.1m
[seed 50]  63/100       Mish+LeakyReLU acc= 86.59  ETA  42.3m
[seed 20]  64/100       Mish+Tanh      acc= 85.53  ETA  40.8m
[seed 30]  64/100       Mish+Tanh      acc= 86.91  ETA  40.9m
[seed 10]  64/72  Hardswish+ELU       acc= 87.02  ETA   9.1m
[seed 40]  63/100       Mish+LeakyReLU acc= 86.69  ETA  43.0m
[seed 50]  64/100       Mish+Tanh      acc= 86.62  ETA  41.2m
[seed 20]  65/100       Mish+GELU      acc= 86.77  ETA  39.6m
[seed 30]  65/100       Mish+GELU      acc= 87.10  ETA  39.7m
[seed 10]  65/72  Hardswish+LeakyReLU acc= 85.27  ETA   8.0m
[seed 50]  65/100       Mish+GELU      acc= 86.18  ETA  40.0m
[seed 40]  64/100       Mish+Tanh      acc= 86.76  ETA  41.8m
[seed 30]  66/100       Mish+SiLU      acc= 87.46  ETA  38.4m
[seed 20]  66/100       Mish+SiLU      acc= 86.07  ETA  38.5m
[seed 10]  66/72  Hardswish+Tanh      acc= 86.41  ETA   6.8m
[seed 50]  66/100       Mish+SiLU      acc= 85.53  ETA  38.7m
[seed 40]  65/100       Mish+GELU      acc= 86.71  ETA  40.7m
[seed 30]  67/100       Mish+Mish      acc= 86.69  ETA  37.3m
[seed 20]  67/100       Mish+Mish      acc= 86.17  ETA  37.5m
[seed 10]  67/72  Hardswish+GELU      acc= 87.09  ETA   5.7m
[seed 50]  67/100       Mish+Mish      acc= 86.45  ETA  37.6m
