act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,ReLU,BiLSTM+LSTM,20,86.81,85.61,88.5,87.03,9,10
ReLU,ELU,BiLSTM+LSTM,20,86.87,86.66,87.16,86.91,7,10
ReLU,LeakyReLU,BiLSTM+LSTM,20,86.87,85.31,89.08,87.15,9,10
ReLU,Tanh,BiLSTM+LSTM,20,86.64,85.39,88.4,86.87,8,10
ReLU,GELU,BiLSTM+LSTM,20,86.68,85.92,87.74,86.82,9,10
ReLU,SiLU,BiLSTM+LSTM,20,86.21,87.02,85.12,86.06,7,10
ReLU,Mish,BiLSTM+LSTM,20,86.9,86.39,87.6,86.99,5,8
ReLU,SELU,BiLSTM+LSTM,20,87.12,86.34,88.2,87.26,5,8
ReLU,PReLU,BiLSTM+LSTM,20,86.44,86.72,86.06,86.39,5,8
ReLU,Hardswish,BiLSTM+LSTM,20,86.89,84.97,89.64,87.24,7,10
ELU,ReLU,BiLSTM+LSTM,20,86.9,85.58,88.76,87.14,5,8
ELU,ELU,BiLSTM+LSTM,20,87.15,86.56,87.96,87.25,7,10
ELU,LeakyReLU,BiLSTM+LSTM,20,86.51,86.27,86.84,86.55,7,10
ELU,Tanh,BiLSTM+LSTM,20,86.88,85.63,88.64,87.11,7,10
ELU,GELU,BiLSTM+LSTM,20,86.27,86.05,86.58,86.31,7,10
ELU,SiLU,BiLSTM+LSTM,20,87.18,85.38,89.72,87.5,5,8
ELU,Mish,BiLSTM+LSTM,20,87.07,85.94,88.64,87.27,8,10
ELU,SELU,BiLSTM+LSTM,20,86.77,88.76,84.2,86.42,6,9
ELU,PReLU,BiLSTM+LSTM,20,86.55,86.78,86.24,86.51,4,7
ELU,Hardswish,BiLSTM+LSTM,20,87.02,84.16,91.2,87.54,4,7
LeakyReLU,ReLU,BiLSTM+LSTM,20,86.6,86.07,87.34,86.7,8,10
LeakyReLU,ELU,BiLSTM+LSTM,20,86.69,87.83,85.18,86.49,8,10
LeakyReLU,LeakyReLU,BiLSTM+LSTM,20,87.57,85.58,90.36,87.91,10,10
LeakyReLU,Tanh,BiLSTM+LSTM,20,87.57,86.57,88.94,87.74,7,10
LeakyReLU,GELU,BiLSTM+LSTM,20,87.19,87.18,87.2,87.19,8,10
LeakyReLU,SiLU,BiLSTM+LSTM,20,87.54,85.93,89.78,87.81,7,10
LeakyReLU,Mish,BiLSTM+LSTM,20,86.75,87.23,86.1,86.66,7,10
LeakyReLU,SELU,BiLSTM+LSTM,20,87.97,87.62,88.44,88.03,7,10
LeakyReLU,PReLU,BiLSTM+LSTM,20,86.48,85.19,88.32,86.72,5,8
LeakyReLU,Hardswish,BiLSTM+LSTM,20,87.27,86.12,88.86,87.47,9,10
Tanh,ReLU,BiLSTM+LSTM,20,86.47,84.5,89.32,86.84,9,10
Tanh,ELU,BiLSTM+LSTM,20,86.54,86.22,86.98,86.6,4,7
Tanh,LeakyReLU,BiLSTM+LSTM,20,87.11,86.36,88.14,87.24,7,10
Tanh,Tanh,BiLSTM+LSTM,20,87.17,86.48,88.12,87.29,5,8
Tanh,GELU,BiLSTM+LSTM,20,87.03,88.74,84.82,86.74,6,9
Tanh,SiLU,BiLSTM+LSTM,20,87.38,86.25,88.94,87.57,9,10
Tanh,Mish,BiLSTM+LSTM,20,86.44,86.7,86.08,86.39,6,9
Tanh,SELU,BiLSTM+LSTM,20,86.86,87.66,85.8,86.72,7,10
Tanh,PReLU,BiLSTM+LSTM,20,86.7,84.58,89.76,87.09,9,10
Tanh,Hardswish,BiLSTM+LSTM,20,86.64,90.46,81.92,85.98,7,10
GELU,ReLU,BiLSTM+LSTM,20,87.15,87.46,86.74,87.1,7,10
GELU,ELU,BiLSTM+LSTM,20,87.37,86.77,88.18,87.47,9,10
GELU,LeakyReLU,BiLSTM+LSTM,20,87.44,87.61,87.22,87.41,7,10
GELU,Tanh,BiLSTM+LSTM,20,86.14,84.37,88.72,86.49,7,10
GELU,GELU,BiLSTM+LSTM,20,86.72,87.79,85.3,86.53,7,10
GELU,SiLU,BiLSTM+LSTM,20,86.98,89.29,84.04,86.59,6,9
GELU,Mish,BiLSTM+LSTM,20,86.23,86.63,85.68,86.15,8,10
GELU,SELU,BiLSTM+LSTM,20,86.04,86.6,85.28,85.93,10,10
GELU,PReLU,BiLSTM+LSTM,20,86.82,87.36,86.1,86.72,7,10
GELU,Hardswish,BiLSTM+LSTM,20,86.86,86.7,87.08,86.89,7,10
SiLU,ReLU,BiLSTM+LSTM,20,86.59,84.7,89.32,86.95,4,7
SiLU,ELU,BiLSTM+LSTM,20,86.53,85.32,88.24,86.76,7,10
SiLU,LeakyReLU,BiLSTM+LSTM,20,87.46,85.51,90.2,87.79,5,8
SiLU,Tanh,BiLSTM+LSTM,20,87.32,86.43,88.54,87.47,7,10
SiLU,GELU,BiLSTM+LSTM,20,86.39,88.04,84.22,86.09,6,9
SiLU,SiLU,BiLSTM+LSTM,20,86.63,88.15,84.64,86.36,7,10
SiLU,Mish,BiLSTM+LSTM,20,87.24,84.79,90.76,87.67,7,10
SiLU,SELU,BiLSTM+LSTM,20,86.59,85.91,87.54,86.72,9,10
SiLU,PReLU,BiLSTM+LSTM,20,86.78,86.26,87.5,86.87,7,10
SiLU,Hardswish,BiLSTM+LSTM,20,86.9,89.36,83.78,86.48,6,9
Mish,ReLU,BiLSTM+LSTM,20,86.71,87.1,86.18,86.64,7,10
Mish,ELU,BiLSTM+LSTM,20,85.42,85.76,84.94,85.35,4,7
Mish,LeakyReLU,BiLSTM+LSTM,20,86.81,87.05,86.48,86.77,7,10
Mish,Tanh,BiLSTM+LSTM,20,85.53,84.42,87.14,85.76,9,10
Mish,GELU,BiLSTM+LSTM,20,86.77,88.91,84.02,86.4,6,9
Mish,SiLU,BiLSTM+LSTM,20,86.07,87.1,84.68,85.87,10,10
Mish,Mish,BiLSTM+LSTM,20,86.17,88.93,82.62,85.66,9,10
Mish,SELU,BiLSTM+LSTM,20,87.33,88.12,86.3,87.2,7,10
Mish,PReLU,BiLSTM+LSTM,20,85.13,82.4,89.34,85.73,5,8
Mish,Hardswish,BiLSTM+LSTM,20,87.12,88.17,85.74,86.94,7,10
SELU,ReLU,BiLSTM+LSTM,20,85.55,87.57,82.86,85.15,7,10
SELU,ELU,BiLSTM+LSTM,20,86.9,85.34,89.1,87.18,7,10
SELU,LeakyReLU,BiLSTM+LSTM,20,86.76,88.86,84.06,86.39,7,10
SELU,Tanh,BiLSTM+LSTM,20,86.66,89.22,83.4,86.21,6,9
SELU,GELU,BiLSTM+LSTM,20,86.92,85.72,88.6,87.14,7,10
SELU,SiLU,BiLSTM+LSTM,20,87.1,87.37,86.74,87.05,7,10
SELU,Mish,BiLSTM+LSTM,20,85.86,85.09,86.96,86.01,5,8
SELU,SELU,BiLSTM+LSTM,20,85.59,87.1,83.56,85.29,7,10
SELU,PReLU,BiLSTM+LSTM,20,86.77,86.73,86.82,86.78,7,10
SELU,Hardswish,BiLSTM+LSTM,20,86.74,85.84,88.0,86.9,5,8
PReLU,ReLU,BiLSTM+LSTM,20,86.19,86.33,86.0,86.16,7,10
PReLU,ELU,BiLSTM+LSTM,20,87.11,86.88,87.42,87.15,6,9
PReLU,LeakyReLU,BiLSTM+LSTM,20,86.83,89.14,83.88,86.43,7,10
PReLU,Tanh,BiLSTM+LSTM,20,86.43,84.53,89.18,86.79,9,10
PReLU,GELU,BiLSTM+LSTM,20,85.34,82.93,89.0,85.86,10,10
PReLU,SiLU,BiLSTM+LSTM,20,86.36,87.84,84.4,86.09,8,10
PReLU,Mish,BiLSTM+LSTM,20,85.48,82.85,89.48,86.04,8,10
PReLU,SELU,BiLSTM+LSTM,20,86.99,89.43,83.9,86.58,6,9
PReLU,PReLU,BiLSTM+LSTM,20,87.37,85.57,89.9,87.68,7,10
PReLU,Hardswish,BiLSTM+LSTM,20,86.9,88.49,84.84,86.62,7,10
Hardswish,ReLU,BiLSTM+LSTM,20,86.94,86.72,87.24,86.98,4,7
Hardswish,ELU,BiLSTM+LSTM,20,86.19,84.9,88.04,86.44,4,7
Hardswish,LeakyReLU,BiLSTM+LSTM,20,86.85,85.6,88.6,87.08,4,7
Hardswish,Tanh,BiLSTM+LSTM,20,86.27,83.59,90.26,86.8,4,7
Hardswish,GELU,BiLSTM+LSTM,20,86.48,83.01,91.74,87.16,4,7
Hardswish,SiLU,BiLSTM+LSTM,20,87.34,86.68,88.24,87.45,5,8
Hardswish,Mish,BiLSTM+LSTM,20,86.8,84.89,89.54,87.15,5,8
Hardswish,SELU,BiLSTM+LSTM,20,86.89,86.69,87.16,86.93,7,10
Hardswish,PReLU,BiLSTM+LSTM,20,87.36,87.71,86.9,87.3,7,10
Hardswish,Hardswish,BiLSTM+LSTM,20,86.67,89.56,83.02,86.17,6,9
