act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,ReLU,BiLSTM+LSTM,50,87.51,88.61,86.08,87.33,6,9
ReLU,ELU,BiLSTM+LSTM,50,86.99,85.13,89.64,87.33,6,9
ReLU,LeakyReLU,BiLSTM+LSTM,50,86.45,86.71,86.1,86.4,7,10
ReLU,Tanh,BiLSTM+LSTM,50,87.35,87.75,86.82,87.28,6,9
ReLU,GELU,BiLSTM+LSTM,50,87.18,84.83,90.56,87.6,6,9
ReLU,SiLU,BiLSTM+LSTM,50,86.7,86.47,87.02,86.74,7,10
ReLU,Mish,BiLSTM+LSTM,50,86.79,84.03,90.84,87.3,6,9
ReLU,SELU,BiLSTM+LSTM,50,87.15,85.6,89.32,87.42,6,9
ReLU,PReLU,BiLSTM+LSTM,50,86.23,86.77,85.5,86.13,9,10
ReLU,Hardswish,BiLSTM+LSTM,50,86.9,84.93,89.72,87.26,6,9
ELU,ReLU,BiLSTM+LSTM,50,87.55,86.66,88.76,87.7,6,9
ELU,ELU,BiLSTM+LSTM,50,86.09,82.97,90.82,86.72,7,10
ELU,LeakyReLU,BiLSTM+LSTM,50,86.19,89.28,82.26,85.63,7,10
ELU,Tanh,BiLSTM+LSTM,50,86.73,86.53,87.0,86.77,7,10
ELU,GELU,BiLSTM+LSTM,50,86.94,85.11,89.54,87.27,6,9
ELU,SiLU,BiLSTM+LSTM,50,86.38,84.19,89.58,86.8,6,9
ELU,Mish,BiLSTM+LSTM,50,86.8,85.78,88.22,86.98,8,10
ELU,SELU,BiLSTM+LSTM,50,85.73,84.28,87.84,86.02,6,9
ELU,PReLU,BiLSTM+LSTM,50,86.77,86.06,87.76,86.9,8,10
ELU,Hardswish,BiLSTM+LSTM,50,86.58,85.93,87.48,86.7,7,10
LeakyReLU,ReLU,BiLSTM+LSTM,50,87.88,87.85,87.92,87.88,6,9
LeakyReLU,ELU,BiLSTM+LSTM,50,87.05,85.76,88.86,87.28,6,9
LeakyReLU,LeakyReLU,BiLSTM+LSTM,50,86.78,86.85,86.68,86.77,10,10
LeakyReLU,Tanh,BiLSTM+LSTM,50,85.71,85.11,86.56,85.83,10,10
LeakyReLU,GELU,BiLSTM+LSTM,50,87.34,87.76,86.78,87.27,6,9
LeakyReLU,SiLU,BiLSTM+LSTM,50,86.62,87.26,85.76,86.5,7,10
LeakyReLU,Mish,BiLSTM+LSTM,50,87.06,86.11,88.38,87.23,10,10
LeakyReLU,SELU,BiLSTM+LSTM,50,86.14,86.45,85.72,86.08,7,10
LeakyReLU,PReLU,BiLSTM+LSTM,50,87.35,86.05,89.16,87.57,6,9
LeakyReLU,Hardswish,BiLSTM+LSTM,50,86.24,83.95,89.62,86.69,6,9
Tanh,ReLU,BiLSTM+LSTM,50,86.35,84.43,89.14,86.72,5,8
Tanh,ELU,BiLSTM+LSTM,50,87.08,85.75,88.94,87.32,8,10
Tanh,LeakyReLU,BiLSTM+LSTM,50,86.55,86.69,86.36,86.52,7,10
Tanh,Tanh,BiLSTM+LSTM,50,85.36,88.17,81.68,84.8,10,10
Tanh,GELU,BiLSTM+LSTM,50,86.85,85.92,88.14,87.02,7,10
Tanh,SiLU,BiLSTM+LSTM,50,87.08,86.83,87.42,87.12,8,10
Tanh,Mish,BiLSTM+LSTM,50,86.07,86.03,86.12,86.08,7,10
Tanh,SELU,BiLSTM+LSTM,50,86.06,86.99,84.8,85.88,8,10
Tanh,PReLU,BiLSTM+LSTM,50,86.47,87.65,84.9,86.25,10,10
Tanh,Hardswish,BiLSTM+LSTM,50,86.05,84.44,88.38,86.37,8,10
GELU,ReLU,BiLSTM+LSTM,50,86.65,89.74,82.76,86.11,4,7
GELU,ELU,BiLSTM+LSTM,50,86.66,87.44,85.62,86.52,7,10
GELU,LeakyReLU,BiLSTM+LSTM,50,86.57,86.53,86.62,86.58,7,10
GELU,Tanh,BiLSTM+LSTM,50,86.44,84.13,89.82,86.88,5,8
GELU,GELU,BiLSTM+LSTM,50,85.83,89.16,81.58,85.2,9,10
GELU,SiLU,BiLSTM+LSTM,50,86.53,85.09,88.58,86.8,10,10
GELU,Mish,BiLSTM+LSTM,50,86.89,87.44,86.16,86.79,8,10
GELU,SELU,BiLSTM+LSTM,50,86.06,83.76,89.46,86.52,7,10
GELU,PReLU,BiLSTM+LSTM,50,87.15,89.77,83.86,86.71,10,10
GELU,Hardswish,BiLSTM+LSTM,50,87.29,87.97,86.4,87.18,6,9
SiLU,ReLU,BiLSTM+LSTM,50,86.58,84.11,90.2,87.05,6,9
SiLU,ELU,BiLSTM+LSTM,50,86.85,85.28,89.08,87.14,7,10
SiLU,LeakyReLU,BiLSTM+LSTM,50,86.65,88.31,84.48,86.35,10,10
SiLU,Tanh,BiLSTM+LSTM,50,87.02,85.56,89.08,87.28,5,8
SiLU,GELU,BiLSTM+LSTM,50,86.86,84.38,90.46,87.32,7,10
SiLU,SiLU,BiLSTM+LSTM,50,87.02,86.21,88.14,87.16,8,10
SiLU,Mish,BiLSTM+LSTM,50,86.26,89.16,82.56,85.73,10,10
SiLU,SELU,BiLSTM+LSTM,50,86.62,84.15,90.24,87.09,8,10
SiLU,PReLU,BiLSTM+LSTM,50,85.37,87.86,82.08,84.87,7,10
SiLU,Hardswish,BiLSTM+LSTM,50,86.59,83.79,90.74,87.12,6,9
Mish,ReLU,BiLSTM+LSTM,50,85.52,81.82,91.34,86.32,6,9
Mish,ELU,BiLSTM+LSTM,50,86.54,86.75,86.26,86.5,8,10
Mish,LeakyReLU,BiLSTM+LSTM,50,86.59,84.75,89.24,86.94,6,9
Mish,Tanh,BiLSTM+LSTM,50,86.62,86.96,86.16,86.56,8,10
Mish,GELU,BiLSTM+LSTM,50,86.18,84.87,88.06,86.44,6,9
Mish,SiLU,BiLSTM+LSTM,50,85.53,85.51,85.56,85.53,4,7
Mish,Mish,BiLSTM+LSTM,50,86.45,82.5,92.52,87.23,6,9
Mish,SELU,BiLSTM+LSTM,50,83.09,86.2,78.8,82.33,9,10
Mish,PReLU,BiLSTM+LSTM,50,85.67,84.07,88.02,86.0,10,10
Mish,Hardswish,BiLSTM+LSTM,50,86.27,87.49,84.64,86.04,10,10
SELU,ReLU,BiLSTM+LSTM,50,84.94,85.41,84.28,84.84,9,10
SELU,ELU,BiLSTM+LSTM,50,86.66,88.28,84.54,86.37,5,8
SELU,LeakyReLU,BiLSTM+LSTM,50,87.18,86.41,88.24,87.31,6,9
SELU,Tanh,BiLSTM+LSTM,50,85.91,84.14,88.5,86.27,6,9
SELU,GELU,BiLSTM+LSTM,50,86.87,86.85,86.9,86.87,6,9
SELU,SiLU,BiLSTM+LSTM,50,85.95,86.57,85.1,85.83,7,10
SELU,Mish,BiLSTM+LSTM,50,86.67,86.4,87.04,86.72,10,10
SELU,SELU,BiLSTM+LSTM,50,86.02,85.12,87.3,86.2,7,10
SELU,PReLU,BiLSTM+LSTM,50,86.59,88.33,84.32,86.28,10,10
SELU,Hardswish,BiLSTM+LSTM,50,86.55,86.38,86.78,86.58,6,9
