act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,GELU,BiLSTM+LSTM,50,90.26,88.28,92.84,90.5,4,7
ReLU,ReLU,BiLSTM+LSTM,50,90.77,90.5,91.1,90.8,5,8
ReLU,Tanh,BiLSTM+LSTM,50,90.33,90.08,90.64,90.36,3,6
LeakyReLU,GELU,BiLSTM+LSTM,50,90.02,88.25,92.34,90.25,3,6
GELU,ELU,BiLSTM+LSTM,50,90.67,91.04,90.22,90.63,4,7
LeakyReLU,Mish,BiLSTM+LSTM,50,90.7,90.91,90.44,90.68,4,7
