act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
ReLU,GELU,BiLSTM+LSTM,10,90.2,88.08,92.98,90.47,4,7
ReLU,ReLU,BiLSTM+LSTM,10,89.97,91.49,88.14,89.78,4,7
ReLU,Tanh,BiLSTM+LSTM,10,90.7,91.18,90.12,90.65,4,7
LeakyReLU,GELU,BiLSTM+LSTM,10,89.25,86.24,93.4,89.68,4,7
GELU,ELU,BiLSTM+LSTM,10,90.58,90.45,90.74,90.6,5,8
LeakyReLU,Mish,BiLSTM+LSTM,10,90.32,87.89,93.52,90.62,4,7
