Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiLSTM+BiLSTM
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiLSTM+BiLSTM_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 20]  63/100       Mish+LeakyReLU acc= 86.62  ETA  41.9m
[seed 40]  68/100       Mish+SELU      acc= 86.20  ETA  33.7m
[seed 10]  69/100       Mish+PReLU     acc= 86.40  ETA  32.3m
[seed 50]  68/100       Mish+SELU      acc= 87.25  ETA  33.9m
[seed 30]  69/100       Mish+PReLU     acc= 87.00  ETA  32.4m
[seed 20]  64/100       Mish+Tanh      acc= 87.18  ETA  40.8m
[seed 40]  69/100       Mish+PReLU     acc= 86.46  ETA  32.7m
[seed 50]  69/100       Mish+PReLU     acc= 86.34  ETA  32.8m
[seed 10]  70/100       Mish+Hardswish acc= 87.47  ETA  31.4m
[seed 30]  70/100       Mish+Hardswish acc= 86.85  ETA  31.4m
[seed 40]  70/100       Mish+Hardswish acc= 86.33  ETA  31.6m
[seed 20]  65/100       Mish+GELU      acc= 87.45  ETA  39.7m
[seed 30]  71/100       SELU+ReLU      acc= 86.61  ETA  30.3m
[seed 50]  70/100       Mish+Hardswish acc= 86.52  ETA  31.9m
[seed 10]  71/100       SELU+ReLU      acc= 87.00  ETA  30.4m
[seed 40]  71/100       SELU+ReLU      acc= 86.58  ETA  30.5m
[seed 20]  66/100       Mish+SiLU      acc= 87.64  ETA  38.6m
[seed 30]  72/100       SELU+ELU       acc= 87.05  ETA  29.3m
[seed 50]  71/100       SELU+ReLU      acc= 86.58  ETA  30.8m
[seed 10]  72/100       SELU+ELU       acc= 86.90  ETA  29.4m
[seed 40]  72/100       SELU+ELU       acc= 86.86  ETA  29.5m
[seed 20]  67/100       Mish+Mish      acc= 87.56  ETA  37.6m
[seed 50]  72/100       SELU+ELU       acc= 86.79  ETA  29.7m
[seed 30]  73/100       SELU+LeakyReLU acc= 87.02  ETA  28.3m
[seed 10]  73/100       SELU+LeakyReLU acc= 87.58  ETA  28.4m
[seed 40]  73/100       SELU+LeakyReLU acc= 86.70  ETA  28.4m
[seed 20]  68/100       Mish+SELU      acc= 87.23  ETA  36.4m
[seed 30]  74/100       SELU+Tanh      acc= 87.05  ETA  27.2m
[seed 50]  73/100       SELU+LeakyReLU acc= 86.48  ETA  28.7m
[seed 40]  74/100       SELU+Tanh      acc= 85.47  ETA  27.3m
[seed 10]  74/100       SELU+Tanh      acc= 87.55  ETA  27.3m
[seed 30]  75/100       SELU+GELU      acc= 85.90  ETA  26.1m
[seed 50]  74/100       SELU+Tanh      acc= 86.33  ETA  27.6m
[seed 20]  69/100       Mish+PReLU     acc= 86.68  ETA  35.4m
[seed 40]  75/100       SELU+GELU      acc= 86.86  ETA  26.2m
[seed 10]  75/100       SELU+GELU      acc= 86.43  ETA  26.2m
[seed 30]  76/100       SELU+SiLU      acc= 86.49  ETA  25.1m
[seed 50]  75/100       SELU+GELU      acc= 86.40  ETA  26.5m
[seed 20]  70/100       Mish+Hardswish acc= 87.32  ETA  34.1m
[seed 40]  76/100       SELU+SiLU      acc= 87.23  ETA  25.2m
[seed 10]  76/100       SELU+SiLU      acc= 87.46  ETA  25.2m
[seed 50]  76/100       SELU+SiLU      acc= 86.79  ETA  25.4m
[seed 20]  71/100       SELU+ReLU      acc= 86.61  ETA  32.9m
[seed 30]  77/100       SELU+Mish      acc= 87.20  ETA  24.1m
[seed 40]  77/100       SELU+Mish      acc= 86.66  ETA  24.1m
[seed 10]  77/100       SELU+Mish      acc= 86.78  ETA  24.2m
[seed 50]  77/100       SELU+Mish      acc= 86.32  ETA  24.3m
[seed 30]  78/100       SELU+SELU      acc= 87.14  ETA  23.0m
[seed 40]  78/100       SELU+SELU      acc= 86.51  ETA  23.1m
[seed 20]  72/100       SELU+ELU       acc= 85.78  ETA  31.8m
[seed 10]  78/100       SELU+SELU      acc= 85.70  ETA  23.1m
[seed 50]  78/100       SELU+SELU      acc= 85.52  ETA  23.2m
[seed 30]  79/100       SELU+PReLU     acc= 86.13  ETA  22.0m
[seed 20]  73/100       SELU+LeakyReLU acc= 87.23  ETA  30.7m
[seed 40]  79/100       SELU+PReLU     acc= 87.17  ETA  22.0m
[seed 10]  79/100       SELU+PReLU     acc= 86.57  ETA  22.1m
[seed 50]  79/100       SELU+PReLU     acc= 86.56  ETA  22.2m
[seed 30]  80/100       SELU+Hardswish acc= 86.96  ETA  20.9m
[seed 40]  80/100       SELU+Hardswish acc= 86.57  ETA  21.0m
[seed 20]  74/100       SELU+Tanh      acc= 86.80  ETA  29.5m
[seed 10]  80/100       SELU+Hardswish acc= 86.61  ETA  21.0m
[seed 50]  80/100       SELU+Hardswish acc= 86.70  ETA  21.1m
[seed 40]  81/100      PReLU+ReLU      acc= 86.61  ETA  19.9m
[seed 30]  81/100      PReLU+ReLU      acc= 86.75  ETA  19.9m
[seed 10]  81/100      PReLU+ReLU      acc= 86.90  ETA  20.0m
[seed 20]  75/100       SELU+GELU      acc= 86.72  ETA  28.4m
[seed 50]  81/100      PReLU+ReLU      acc= 86.87  ETA  20.1m
[seed 30]  82/100      PReLU+ELU       acc= 87.32  ETA  18.8m
[seed 40]  82/100      PReLU+ELU       acc= 86.50  ETA  18.9m
[seed 10]  82/100      PReLU+ELU       acc= 87.34  ETA  18.9m
[seed 50]  82/100      PReLU+ELU       acc= 86.56  ETA  19.0m
[seed 20]  76/100       SELU+SiLU      acc= 87.04  ETA  27.3m
[seed 30]  83/100      PReLU+LeakyReLU acc= 87.39  ETA  17.8m
[seed 40]  83/100      PReLU+LeakyReLU acc= 86.58  ETA  17.8m
[seed 10]  83/100      PReLU+LeakyReLU acc= 86.31  ETA  17.9m
[seed 20]  77/100       SELU+Mish      acc= 87.31  ETA  26.1m
[seed 50]  83/100      PReLU+LeakyReLU acc= 87.05  ETA  17.9m
[seed 30]  84/100      PReLU+Tanh      acc= 86.36  ETA  16.7m
[seed 40]  84/100      PReLU+Tanh      acc= 87.09  ETA  16.8m
[seed 10]  84/100      PReLU+Tanh      acc= 86.99  ETA  16.8m
[seed 20]  78/100       SELU+SELU      acc= 86.92  ETA  25.0m
[seed 50]  84/100      PReLU+Tanh      acc= 87.14  ETA  16.9m
[seed 30]  85/100      PReLU+GELU      acc= 86.68  ETA  15.7m
[seed 40]  85/100      PReLU+GELU      acc= 86.15  ETA  15.7m
[seed 10]  85/100      PReLU+GELU      acc= 87.03  ETA  15.8m
[seed 20]  79/100       SELU+PReLU     acc= 87.17  ETA  23.9m
[seed 50]  85/100      PReLU+GELU      acc= 86.53  ETA  15.9m
[seed 30]  86/100      PReLU+SiLU      acc= 87.14  ETA  14.6m
[seed 40]  86/100      PReLU+SiLU      acc= 86.42  ETA  14.7m
[seed 10]  86/100      PReLU+SiLU      acc= 87.68  ETA  14.7m
[seed 50]  86/100      PReLU+SiLU      acc= 86.76  ETA  14.8m
[seed 20]  80/100       SELU+Hardswish acc= 87.44  ETA  22.8m
[seed 40]  87/100      PReLU+Mish      acc= 86.38  ETA  13.6m
[seed 30]  87/100      PReLU+Mish      acc= 86.27  ETA  13.6m
[seed 10]  87/100      PReLU+Mish      acc= 87.05  ETA  13.7m
[seed 40]  88/100      PReLU+SELU      acc= 85.97  ETA  12.5m
[seed 50]  87/100      PReLU+Mish      acc= 87.27  ETA  13.7m
[seed 20]  81/100      PReLU+ReLU      acc= 87.16  ETA  21.6m
[seed 30]  88/100      PReLU+SELU      acc= 86.35  ETA  12.6m
[seed 10]  88/100      PReLU+SELU      acc= 86.87  ETA  12.7m
[seed 50]  88/100      PReLU+SELU      acc= 86.53  ETA  12.7m
[seed 40]  89/100      PReLU+PReLU     acc= 87.11  ETA  11.5m
[seed 30]  89/100      PReLU+PReLU     acc= 86.06  ETA  11.5m
[seed 20]  82/100      PReLU+ELU       acc= 87.35  ETA  20.5m
[seed 10]  89/100      PReLU+PReLU     acc= 86.92  ETA  11.6m
[seed 50]  89/100      PReLU+PReLU     acc= 86.96  ETA  11.6m
[seed 30]  90/100      PReLU+Hardswish acc= 86.78  ETA  10.5m
[seed 20]  83/100      PReLU+LeakyReLU acc= 87.09  ETA  19.3m
[seed 40]  90/100      PReLU+Hardswish acc= 86.77  ETA  10.5m
[seed 10]  90/100      PReLU+Hardswish acc= 85.07  ETA  10.5m
[seed 50]  90/100      PReLU+Hardswish acc= 86.63  ETA  10.6m
[seed 30]  91/100  Hardswish+ReLU      acc= 87.02  ETA   9.4m
[seed 20]  84/100      PReLU+Tanh      acc= 87.02  ETA  18.2m
[seed 40]  91/100  Hardswish+ReLU      acc= 86.54  ETA   9.4m
[seed 10]  91/100  Hardswish+ReLU      acc= 87.28  ETA   9.5m
[seed 50]  91/100  Hardswish+ReLU      acc= 86.44  ETA   9.5m
[seed 40]  92/100  Hardswish+ELU       acc= 86.43  ETA   8.4m
[seed 30]  92/100  Hardswish+ELU       acc= 87.53  ETA   8.4m
[seed 20]  85/100      PReLU+GELU      acc= 87.19  ETA  17.1m
[seed 10]  92/100  Hardswish+ELU       acc= 86.58  ETA   8.4m
[seed 50]  92/100  Hardswish+ELU       acc= 86.32  ETA   8.5m
[seed 30]  93/100  Hardswish+LeakyReLU acc= 87.37  ETA   7.3m
[seed 40]  93/100  Hardswish+LeakyReLU acc= 86.83  ETA   7.3m
[seed 20]  86/100      PReLU+SiLU      acc= 87.63  ETA  15.9m
[seed 10]  93/100  Hardswish+LeakyReLU acc= 86.99  ETA   7.4m
[seed 50]  93/100  Hardswish+LeakyReLU acc= 87.41  ETA   7.4m
[seed 40]  94/100  Hardswish+Tanh      acc= 86.57  ETA   6.3m
[seed 30]  94/100  Hardswish+Tanh      acc= 87.38  ETA   6.3m
[seed 20]  87/100      PReLU+Mish      acc= 87.20  ETA  14.8m
[seed 10]  94/100  Hardswish+Tanh      acc= 87.34  ETA   6.3m
[seed 40]  95/100  Hardswish+GELU      acc= 87.79  ETA   5.2m
[seed 30]  95/100  Hardswish+GELU      acc= 87.29  ETA   5.2m
[seed 50]  94/100  Hardswish+Tanh      acc= 87.18  ETA   6.4m
[seed 20]  88/100      PReLU+SELU      acc= 87.19  ETA  13.6m
[seed 10]  95/100  Hardswish+GELU      acc= 86.73  ETA   5.3m
[seed 40]  96/100  Hardswish+SiLU      acc= 85.88  ETA   4.2m
[seed 30]  96/100  Hardswish+SiLU      acc= 87.07  ETA   4.2m
[seed 50]  95/100  Hardswish+GELU      acc= 86.78  ETA   5.3m
[seed 10]  96/100  Hardswish+SiLU      acc= 86.28  ETA   4.2m
[seed 20]  89/100      PReLU+PReLU     acc= 86.26  ETA  12.5m
[seed 40]  97/100  Hardswish+Mish      acc= 86.75  ETA   3.1m
[seed 50]  96/100  Hardswish+SiLU      acc= 86.76  ETA   4.2m
[seed 30]  97/100  Hardswish+Mish      acc= 86.74  ETA   3.1m
[seed 10]  97/100  Hardswish+Mish      acc= 87.33  ETA   3.2m
[seed 20]  90/100      PReLU+Hardswish acc= 86.58  ETA  11.4m
[seed 40]  98/100  Hardswish+SELU      acc= 86.40  ETA   2.1m
[seed 50]  97/100  Hardswish+Mish      acc= 86.43  ETA   3.2m
[seed 30]  98/100  Hardswish+SELU      acc= 86.63  ETA   2.1m
[seed 10]  98/100  Hardswish+SELU      acc= 86.33  ETA   2.1m
[seed 40]  99/100  Hardswish+PReLU     acc= 86.62  ETA   1.0m
[seed 20]  91/100  Hardswish+ReLU      acc= 86.96  ETA  10.2m
[seed 30]  99/100  Hardswish+PReLU     acc= 86.02  ETA   1.0m
[seed 50]  98/100  Hardswish+SELU      acc= 87.01  ETA   2.1m
[seed 10]  99/100  Hardswish+PReLU     acc= 86.43  ETA   1.1m
[seed 20]  92/100  Hardswish+ELU       acc= 86.42  ETA   9.1m
[seed 40] 100/100  Hardswish+Hardswish acc= 86.02  ETA   0.0m
[seed 40] DONE in 104.6 min -> BiLSTM+BiLSTM_5_seed_variance_results\seed_40.csv
[seed 30] 100/100  Hardswish+Hardswish acc= 87.23  ETA   0.0m
[seed 30] DONE in 104.8 min -> BiLSTM+BiLSTM_5_seed_variance_results\seed_30.csv
[seed 50]  99/100  Hardswish+PReLU     acc= 86.67  ETA   1.1m
[seed 10] 100/100  Hardswish+Hardswish acc= 86.57  ETA   0.0m
[seed 10] DONE in 105.0 min -> BiLSTM+BiLSTM_5_seed_variance_results\seed_10.csv
[seed 20]  93/100  Hardswish+LeakyReLU acc= 85.30  ETA   7.9m
[seed 50] 100/100  Hardswish+Hardswish acc= 86.80  ETA   0.0m
[seed 50] DONE in 105.3 min -> BiLSTM+BiLSTM_5_seed_variance_results\seed_50.csv
[seed 20]  94/100  Hardswish+Tanh      acc= 86.85  ETA   6.7m
[seed 20]  95/100  Hardswish+GELU      acc= 85.77  ETA   5.6m
[seed 20]  96/100  Hardswish+SiLU      acc= 86.96  ETA   4.4m
[seed 20]  97/100  Hardswish+Mish      acc= 86.20  ETA   3.3m
[seed 20]  98/100  Hardswish+SELU      acc= 87.58  ETA   2.2m
[seed 20]  99/100  Hardswish+PReLU     acc= 86.19  ETA   1.1m
[seed 20] 100/100  Hardswish+Hardswish acc= 87.40  ETA   0.0m
[seed 20] DONE in 107.7 min -> BiLSTM+BiLSTM_5_seed_variance_results\seed_20.csv

  workers finished with codes [0, 0, 0, 0, 0] in 107.7 min

[4/4] Merging and summarising ...

======================================================================
BiLSTM+BiLSTM: 500 runs over 5 seeds -> 100 cells
======================================================================
  all runs      -> BiLSTM+BiLSTM_5_seed_variance_results\all_runs.csv
  per-cell mean -> BiLSTM+BiLSTM_5_seed_variance_results\mean_100_cells.csv

  per-cell std: 0.18 to 1.05 (median 0.48)

  top 5 cells by mean accuracy:
         ReLU + Hardswish  87.14 +/- 0.26
    LeakyReLU + Mish       87.13 +/- 0.27
        PReLU + SiLU       87.13 +/- 0.55
    Hardswish + Tanh       87.06 +/- 0.35
         GELU + Mish       87.06 +/- 0.31
