Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiGRU+GRU
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiGRU+GRU_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 40]  68/100       Mish+SELU      acc= 88.18  ETA  24.8m
[seed 50]  70/100       Mish+Hardswish acc= 87.66  ETA  22.7m
[seed 10]  64/100       Mish+Tanh      acc= 86.82  ETA  29.9m
[seed 30]  66/100       Mish+SiLU      acc= 87.28  ETA  27.4m
[seed 20]  70/100       Mish+Hardswish acc= 87.00  ETA  22.8m
[seed 40]  69/100       Mish+PReLU     acc= 87.57  ETA  24.0m
[seed 50]  71/100       SELU+ReLU      acc= 86.95  ETA  21.9m
[seed 10]  65/100       Mish+GELU      acc= 87.40  ETA  29.0m
[seed 20]  71/100       SELU+ReLU      acc= 87.34  ETA  22.0m
[seed 30]  67/100       Mish+Mish      acc= 87.24  ETA  26.6m
[seed 40]  70/100       Mish+Hardswish acc= 87.95  ETA  23.2m
[seed 50]  72/100       SELU+ELU       acc= 87.83  ETA  21.2m
[seed 20]  72/100       SELU+ELU       acc= 87.63  ETA  21.3m
[seed 10]  66/100       Mish+SiLU      acc= 87.42  ETA  28.2m
[seed 30]  68/100       Mish+SELU      acc= 86.87  ETA  25.9m
[seed 40]  71/100       SELU+ReLU      acc= 87.84  ETA  22.5m
[seed 50]  73/100       SELU+LeakyReLU acc= 87.38  ETA  20.4m
[seed 20]  73/100       SELU+LeakyReLU acc= 86.73  ETA  20.5m
[seed 10]  67/100       Mish+Mish      acc= 87.25  ETA  27.4m
[seed 40]  72/100       SELU+ELU       acc= 87.73  ETA  21.7m
[seed 30]  69/100       Mish+PReLU     acc= 87.71  ETA  25.1m
[seed 50]  74/100       SELU+Tanh      acc= 87.60  ETA  19.6m
[seed 20]  74/100       SELU+Tanh      acc= 87.56  ETA  19.7m
[seed 10]  68/100       Mish+SELU      acc= 87.61  ETA  26.6m
[seed 30]  70/100       Mish+Hardswish acc= 87.06  ETA  24.2m
[seed 40]  73/100       SELU+LeakyReLU acc= 87.15  ETA  20.9m
[seed 50]  75/100       SELU+GELU      acc= 87.88  ETA  18.9m
[seed 20]  75/100       SELU+GELU      acc= 87.17  ETA  19.0m
[seed 10]  69/100       Mish+PReLU     acc= 87.82  ETA  25.7m
[seed 30]  71/100       SELU+ReLU      acc= 87.42  ETA  23.4m
[seed 50]  76/100       SELU+SiLU      acc= 87.71  ETA  18.1m
[seed 40]  74/100       SELU+Tanh      acc= 88.21  ETA  20.2m
[seed 20]  76/100       SELU+SiLU      acc= 87.69  ETA  18.2m
[seed 50]  77/100       SELU+Mish      acc= 87.59  ETA  17.4m
[seed 10]  70/100       Mish+Hardswish acc= 87.69  ETA  24.9m
[seed 30]  72/100       SELU+ELU       acc= 87.44  ETA  22.6m
[seed 40]  75/100       SELU+GELU      acc= 87.17  ETA  19.4m
[seed 20]  77/100       SELU+Mish      acc= 87.27  ETA  17.4m
[seed 50]  78/100       SELU+SELU      acc= 87.27  ETA  16.6m
[seed 30]  73/100       SELU+LeakyReLU acc= 87.50  ETA  21.8m
[seed 40]  76/100       SELU+SiLU      acc= 87.68  ETA  18.6m
[seed 10]  71/100       SELU+ReLU      acc= 87.46  ETA  24.1m
[seed 20]  78/100       SELU+SELU      acc= 87.51  ETA  16.7m
[seed 50]  79/100       SELU+PReLU     acc= 87.40  ETA  15.9m
[seed 40]  77/100       SELU+Mish      acc= 87.48  ETA  17.8m
[seed 30]  74/100       SELU+Tanh      acc= 87.52  ETA  21.0m
[seed 20]  79/100       SELU+PReLU     acc= 87.42  ETA  15.9m
[seed 10]  72/100       SELU+ELU       acc= 87.09  ETA  23.3m
[seed 50]  80/100       SELU+Hardswish acc= 87.76  ETA  15.1m
[seed 40]  78/100       SELU+SELU      acc= 88.12  ETA  17.1m
[seed 20]  80/100       SELU+Hardswish acc= 87.58  ETA  15.2m
[seed 30]  75/100       SELU+GELU      acc= 87.42  ETA  20.2m
[seed 10]  73/100       SELU+LeakyReLU acc= 86.86  ETA  22.5m
[seed 50]  81/100      PReLU+ReLU      acc= 87.57  ETA  14.3m
[seed 40]  79/100       SELU+PReLU     acc= 87.61  ETA  16.3m
[seed 20]  81/100      PReLU+ReLU      acc= 87.48  ETA  14.4m
[seed 30]  76/100       SELU+SiLU      acc= 86.97  ETA  19.4m
[seed 10]  74/100       SELU+Tanh      acc= 87.47  ETA  21.7m
[seed 50]  82/100      PReLU+ELU       acc= 87.48  ETA  13.6m
[seed 40]  80/100       SELU+Hardswish acc= 87.87  ETA  15.5m
[seed 20]  82/100      PReLU+ELU       acc= 87.25  ETA  13.7m
[seed 30]  77/100       SELU+Mish      acc= 87.08  ETA  18.6m
[seed 10]  75/100       SELU+GELU      acc= 87.82  ETA  20.8m
[seed 50]  83/100      PReLU+LeakyReLU acc= 87.63  ETA  12.9m
[seed 40]  81/100      PReLU+ReLU      acc= 87.80  ETA  14.7m
[seed 20]  83/100      PReLU+LeakyReLU acc= 87.68  ETA  12.9m
[seed 30]  78/100       SELU+SELU      acc= 86.62  ETA  17.8m
[seed 10]  76/100       SELU+SiLU      acc= 87.60  ETA  20.0m
[seed 50]  84/100      PReLU+Tanh      acc= 87.48  ETA  12.1m
[seed 40]  82/100      PReLU+ELU       acc= 87.54  ETA  14.0m
[seed 20]  84/100      PReLU+Tanh      acc= 86.89  ETA  12.1m
[seed 30]  79/100       SELU+PReLU     acc= 86.94  ETA  17.0m
[seed 50]  85/100      PReLU+GELU      acc= 87.68  ETA  11.3m
[seed 10]  77/100       SELU+Mish      acc= 87.89  ETA  19.2m
[seed 40]  83/100      PReLU+LeakyReLU acc= 87.38  ETA  13.2m
[seed 20]  85/100      PReLU+GELU      acc= 87.76  ETA  11.4m
[seed 30]  80/100       SELU+Hardswish acc= 86.88  ETA  16.2m
[seed 50]  86/100      PReLU+SiLU      acc= 87.40  ETA  10.6m
[seed 10]  78/100       SELU+SELU      acc= 87.87  ETA  18.4m
[seed 40]  84/100      PReLU+Tanh      acc= 88.07  ETA  12.4m
[seed 20]  86/100      PReLU+SiLU      acc= 87.76  ETA  10.6m
[seed 30]  81/100      PReLU+ReLU      acc= 87.87  ETA  15.4m
[seed 50]  87/100      PReLU+Mish      acc= 87.29  ETA   9.8m
[seed 10]  79/100       SELU+PReLU     acc= 86.89  ETA  17.5m
[seed 40]  85/100      PReLU+GELU      acc= 87.89  ETA  11.6m
[seed 20]  87/100      PReLU+Mish      acc= 87.40  ETA   9.9m
[seed 30]  82/100      PReLU+ELU       acc= 87.64  ETA  14.6m
[seed 50]  88/100      PReLU+SELU      acc= 87.51  ETA   9.1m
[seed 40]  86/100      PReLU+SiLU      acc= 87.73  ETA  10.9m
[seed 20]  88/100      PReLU+SELU      acc= 87.45  ETA   9.1m
[seed 10]  80/100       SELU+Hardswish acc= 87.97  ETA  16.7m
[seed 50]  89/100      PReLU+PReLU     acc= 87.48  ETA   8.3m
[seed 30]  83/100      PReLU+LeakyReLU acc= 87.69  ETA  13.8m
[seed 40]  87/100      PReLU+Mish      acc= 87.56  ETA  10.1m
[seed 20]  89/100      PReLU+PReLU     acc= 87.57  ETA   8.3m
[seed 10]  81/100      PReLU+ReLU      acc= 87.84  ETA  15.9m
[seed 50]  90/100      PReLU+Hardswish acc= 87.48  ETA   7.6m
[seed 30]  84/100      PReLU+Tanh      acc= 86.95  ETA  13.0m
[seed 20]  90/100      PReLU+Hardswish acc= 87.07  ETA   7.6m
[seed 40]  88/100      PReLU+SELU      acc= 87.61  ETA   9.3m
[seed 10]  82/100      PReLU+ELU       acc= 87.75  ETA  15.0m
[seed 50]  91/100  Hardswish+ReLU      acc= 87.81  ETA   6.8m
[seed 30]  85/100      PReLU+GELU      acc= 87.21  ETA  12.1m
[seed 20]  91/100  Hardswish+ReLU      acc= 87.82  ETA   6.8m
[seed 40]  89/100      PReLU+PReLU     acc= 88.22  ETA   8.5m
[seed 10]  83/100      PReLU+LeakyReLU acc= 86.66  ETA  14.2m
[seed 50]  92/100  Hardswish+ELU       acc= 87.37  ETA   6.0m
[seed 30]  86/100      PReLU+SiLU      acc= 87.36  ETA  11.3m
[seed 20]  92/100  Hardswish+ELU       acc= 87.24  ETA   6.1m
[seed 40]  90/100      PReLU+Hardswish acc= 87.60  ETA   7.8m
[seed 10]  84/100      PReLU+Tanh      acc= 87.85  ETA  13.4m
[seed 50]  93/100  Hardswish+LeakyReLU acc= 87.81  ETA   5.3m
[seed 30]  87/100      PReLU+Mish      acc= 87.53  ETA  10.5m
[seed 20]  93/100  Hardswish+LeakyReLU acc= 87.35  ETA   5.3m
[seed 40]  91/100  Hardswish+ReLU      acc= 87.86  ETA   7.0m
[seed 50]  94/100  Hardswish+Tanh      acc= 87.58  ETA   4.5m
[seed 10]  85/100      PReLU+GELU      acc= 87.87  ETA  12.5m
[seed 30]  88/100      PReLU+SELU      acc= 86.83  ETA   9.7m
[seed 20]  94/100  Hardswish+Tanh      acc= 87.61  ETA   4.6m
[seed 40]  92/100  Hardswish+ELU       acc= 87.62  ETA   6.2m
[seed 50]  95/100  Hardswish+GELU      acc= 87.84  ETA   3.8m
[seed 30]  89/100      PReLU+PReLU     acc= 87.09  ETA   8.9m
[seed 10]  86/100      PReLU+SiLU      acc= 88.00  ETA  11.7m
[seed 20]  95/100  Hardswish+GELU      acc= 87.37  ETA   3.8m
[seed 40]  93/100  Hardswish+LeakyReLU acc= 87.83  ETA   5.4m
[seed 50]  96/100  Hardswish+SiLU      acc= 87.90  ETA   3.0m
[seed 30]  90/100      PReLU+Hardswish acc= 87.80  ETA   8.1m
[seed 10]  87/100      PReLU+Mish      acc= 87.53  ETA  10.9m
[seed 20]  96/100  Hardswish+SiLU      acc= 87.41  ETA   3.0m
[seed 40]  94/100  Hardswish+Tanh      acc= 87.68  ETA   4.7m
[seed 50]  97/100  Hardswish+Mish      acc= 87.59  ETA   2.3m
[seed 30]  91/100  Hardswish+ReLU      acc= 87.09  ETA   7.3m
[seed 20]  97/100  Hardswish+Mish      acc= 87.75  ETA   2.3m
[seed 40]  95/100  Hardswish+GELU      acc= 87.24  ETA   3.9m
[seed 10]  88/100      PReLU+SELU      acc= 88.01  ETA  10.0m
[seed 50]  98/100  Hardswish+SELU      acc= 87.56  ETA   1.5m
[seed 20]  98/100  Hardswish+SELU      acc= 87.48  ETA   1.5m
[seed 30]  92/100  Hardswish+ELU       acc= 87.54  ETA   6.5m
[seed 40]  96/100  Hardswish+SiLU      acc= 87.84  ETA   3.1m
[seed 10]  89/100      PReLU+PReLU     acc= 87.60  ETA   9.2m
[seed 50]  99/100  Hardswish+PReLU     acc= 87.44  ETA   0.8m
[seed 20]  99/100  Hardswish+PReLU     acc= 87.56  ETA   0.8m
[seed 40]  97/100  Hardswish+Mish      acc= 87.81  ETA   2.3m
[seed 30]  93/100  Hardswish+LeakyReLU acc= 87.66  ETA   5.7m
[seed 10]  90/100      PReLU+Hardswish acc= 87.95  ETA   8.4m
[seed 50] 100/100  Hardswish+Hardswish acc= 87.69  ETA   0.0m
[seed 50] DONE in 75.5 min -> BiGRU+GRU_5_seed_variance_results\seed_50.csv
[seed 20] 100/100  Hardswish+Hardswish acc= 87.58  ETA   0.0m
[seed 20] DONE in 75.7 min -> BiGRU+GRU_5_seed_variance_results\seed_20.csv
[seed 40]  98/100  Hardswish+SELU      acc= 87.72  ETA   1.5m
[seed 30]  94/100  Hardswish+Tanh      acc= 87.06  ETA   4.8m
[seed 10]  91/100  Hardswish+ReLU      acc= 87.53  ETA   7.5m
[seed 40]  99/100  Hardswish+PReLU     acc= 87.26  ETA   0.8m
[seed 30]  95/100  Hardswish+GELU      acc= 87.81  ETA   4.0m
[seed 10]  92/100  Hardswish+ELU       acc= 86.63  ETA   6.6m
[seed 40] 100/100  Hardswish+Hardswish acc= 87.86  ETA   0.0m
[seed 40] DONE in 76.7 min -> BiGRU+GRU_5_seed_variance_results\seed_40.csv
[seed 30]  96/100  Hardswish+SiLU      acc= 87.14  ETA   3.2m
[seed 10]  93/100  Hardswish+LeakyReLU acc= 87.30  ETA   5.8m
[seed 30]  97/100  Hardswish+Mish      acc= 87.37  ETA   2.4m
[seed 10]  94/100  Hardswish+Tanh      acc= 87.74  ETA   4.9m
[seed 30]  98/100  Hardswish+SELU      acc= 86.76  ETA   1.6m
[seed 10]  95/100  Hardswish+GELU      acc= 87.87  ETA   4.1m
[seed 30]  99/100  Hardswish+PReLU     acc= 87.22  ETA   0.8m
[seed 10]  96/100  Hardswish+SiLU      acc= 86.82  ETA   3.2m
[seed 30] 100/100  Hardswish+Hardswish acc= 86.99  ETA   0.0m
[seed 30] DONE in 78.1 min -> BiGRU+GRU_5_seed_variance_results\seed_30.csv
[seed 10]  97/100  Hardswish+Mish      acc= 87.61  ETA   2.4m
[seed 10]  98/100  Hardswish+SELU      acc= 87.56  ETA   1.6m
[seed 10]  99/100  Hardswish+PReLU     acc= 87.64  ETA   0.8m
[seed 10] 100/100  Hardswish+Hardswish acc= 87.52  ETA   0.0m
[seed 10] DONE in 78.8 min -> BiGRU+GRU_5_seed_variance_results\seed_10.csv

  workers finished with codes [0, 0, 0, 0, 0] in 78.8 min

[4/4] Merging and summarising ...

======================================================================
BiGRU+GRU: 500 runs over 5 seeds -> 100 cells
======================================================================
  all runs      -> BiGRU+GRU_5_seed_variance_results\all_runs.csv
  per-cell mean -> BiGRU+GRU_5_seed_variance_results\mean_100_cells.csv

  per-cell std: 0.11 to 0.78 (median 0.33)

  top 5 cells by mean accuracy:
         ReLU + LeakyReLU  87.81 +/- 0.17
        PReLU + ReLU       87.71 +/- 0.17
         Tanh + GELU       87.71 +/- 0.29
        PReLU + GELU       87.68 +/- 0.28
         SiLU + GELU       87.68 +/- 0.18
