Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiGRU+GRU
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiGRU+GRU_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 20]  16/100        ELU+SiLU      acc= 87.65  ETA  65.0m
[seed 30]  16/100        ELU+SiLU      acc= 87.45  ETA  66.3m
[seed 40]  16/100        ELU+SiLU      acc= 88.07  ETA  66.8m
[seed 10]  16/100        ELU+SiLU      acc= 87.38  ETA  67.6m
[seed 50]  17/100        ELU+Mish      acc= 87.37  ETA  62.9m
[seed 20]  17/100        ELU+Mish      acc= 87.77  ETA  64.1m
[seed 40]  17/100        ELU+Mish      acc= 87.69  ETA  65.8m
[seed 30]  17/100        ELU+Mish      acc= 87.50  ETA  65.9m
[seed 10]  17/100        ELU+Mish      acc= 87.68  ETA  67.1m
[seed 50]  18/100        ELU+SELU      acc= 87.25  ETA  63.2m
[seed 20]  18/100        ELU+SELU      acc= 87.07  ETA  63.3m
[seed 40]  18/100        ELU+SELU      acc= 87.38  ETA  64.8m
[seed 30]  18/100        ELU+SELU      acc= 86.70  ETA  64.9m
[seed 10]  18/100        ELU+SELU      acc= 87.60  ETA  66.6m
[seed 50]  19/100        ELU+PReLU     acc= 87.50  ETA  62.4m
[seed 20]  19/100        ELU+PReLU     acc= 87.87  ETA  62.9m
[seed 30]  19/100        ELU+PReLU     acc= 86.96  ETA  63.4m
[seed 40]  19/100        ELU+PReLU     acc= 87.68  ETA  63.8m
[seed 50]  20/100        ELU+Hardswish acc= 87.79  ETA  61.5m
[seed 10]  19/100        ELU+PReLU     acc= 87.96  ETA  66.1m
[seed 30]  20/100        ELU+Hardswish acc= 86.75  ETA  62.0m
[seed 20]  20/100        ELU+Hardswish acc= 87.73  ETA  62.0m
[seed 40]  20/100        ELU+Hardswish acc= 88.00  ETA  62.8m
[seed 50]  21/100  LeakyReLU+ReLU      acc= 87.30  ETA  60.7m
[seed 20]  21/100  LeakyReLU+ReLU      acc= 87.69  ETA  61.2m
[seed 10]  20/100        ELU+Hardswish acc= 87.28  ETA  65.5m
[seed 30]  21/100  LeakyReLU+ReLU      acc= 87.89  ETA  61.6m
[seed 40]  21/100  LeakyReLU+ReLU      acc= 87.31  ETA  62.4m
[seed 50]  22/100  LeakyReLU+ELU       acc= 87.20  ETA  59.8m
[seed 20]  22/100  LeakyReLU+ELU       acc= 86.92  ETA  60.3m
[seed 10]  21/100  LeakyReLU+ReLU      acc= 87.61  ETA  64.8m
[seed 30]  22/100  LeakyReLU+ELU       acc= 87.74  ETA  61.2m
[seed 40]  22/100  LeakyReLU+ELU       acc= 87.98  ETA  61.9m
[seed 50]  23/100  LeakyReLU+LeakyReLU acc= 87.77  ETA  59.0m
[seed 20]  23/100  LeakyReLU+LeakyReLU acc= 87.40  ETA  59.8m
[seed 10]  22/100  LeakyReLU+ELU       acc= 87.51  ETA  64.2m
[seed 30]  23/100  LeakyReLU+LeakyReLU acc= 87.88  ETA  60.7m
[seed 40]  23/100  LeakyReLU+LeakyReLU acc= 87.79  ETA  60.9m
[seed 50]  24/100  LeakyReLU+Tanh      acc= 87.45  ETA  58.2m
[seed 20]  24/100  LeakyReLU+Tanh      acc= 87.13  ETA  59.0m
[seed 10]  23/100  LeakyReLU+LeakyReLU acc= 86.18  ETA  63.1m
[seed 40]  24/100  LeakyReLU+Tanh      acc= 87.46  ETA  60.0m
[seed 30]  24/100  LeakyReLU+Tanh      acc= 88.20  ETA  60.1m
[seed 50]  25/100  LeakyReLU+GELU      acc= 87.72  ETA  57.3m
[seed 20]  25/100  LeakyReLU+GELU      acc= 87.29  ETA  58.1m
[seed 10]  24/100  LeakyReLU+Tanh      acc= 86.70  ETA  62.1m
[seed 40]  25/100  LeakyReLU+GELU      acc= 87.40  ETA  59.1m
[seed 30]  25/100  LeakyReLU+GELU      acc= 88.03  ETA  59.2m
[seed 50]  26/100  LeakyReLU+SiLU      acc= 87.81  ETA  56.5m
[seed 20]  26/100  LeakyReLU+SiLU      acc= 87.34  ETA  57.3m
[seed 10]  25/100  LeakyReLU+GELU      acc= 87.56  ETA  61.4m
[seed 40]  26/100  LeakyReLU+SiLU      acc= 88.11  ETA  58.5m
[seed 30]  26/100  LeakyReLU+SiLU      acc= 87.72  ETA  58.7m
[seed 50]  27/100  LeakyReLU+Mish      acc= 87.62  ETA  55.7m
[seed 20]  27/100  LeakyReLU+Mish      acc= 87.55  ETA  56.4m
[seed 10]  26/100  LeakyReLU+SiLU      acc= 87.03  ETA  60.4m
[seed 40]  27/100  LeakyReLU+Mish      acc= 87.50  ETA  57.6m
[seed 30]  27/100  LeakyReLU+Mish      acc= 87.14  ETA  57.7m
[seed 50]  28/100  LeakyReLU+SELU      acc= 87.12  ETA  54.9m
[seed 20]  28/100  LeakyReLU+SELU      acc= 87.18  ETA  55.6m
[seed 10]  27/100  LeakyReLU+Mish      acc= 87.56  ETA  59.7m
[seed 30]  28/100  LeakyReLU+SELU      acc= 87.09  ETA  56.9m
[seed 50]  29/100  LeakyReLU+PReLU     acc= 87.43  ETA  54.1m
[seed 40]  28/100  LeakyReLU+SELU      acc= 88.08  ETA  57.0m
[seed 20]  29/100  LeakyReLU+PReLU     acc= 87.69  ETA  54.8m
[seed 10]  28/100  LeakyReLU+SELU      acc= 86.93  ETA  58.7m
[seed 50]  30/100  LeakyReLU+Hardswish acc= 87.53  ETA  53.3m
[seed 40]  29/100  LeakyReLU+PReLU     acc= 87.76  ETA  56.1m
[seed 30]  29/100  LeakyReLU+PReLU     acc= 86.88  ETA  56.3m
[seed 20]  30/100  LeakyReLU+Hardswish acc= 87.58  ETA  53.9m
[seed 50]  31/100       Tanh+ReLU      acc= 87.09  ETA  52.6m
[seed 40]  30/100  LeakyReLU+Hardswish acc= 87.64  ETA  55.2m
