act1,act2,experiment,seed,accuracy,precision,recall,f1,best_epoch,stop_epoch
Mish,Tanh,BiGRU+BiGRU,50,87.41,85.91,89.5,87.67,3,6
Mish,GELU,BiGRU+BiGRU,50,87.71,86.06,90.0,87.99,3,6
Mish,SiLU,BiGRU+BiGRU,50,87.76,85.66,90.7,88.11,3,6
Mish,Mish,BiGRU+BiGRU,50,87.56,84.99,91.24,88.0,3,6
Mish,SELU,BiGRU+BiGRU,50,87.88,87.02,89.04,88.02,3,6
Mish,PReLU,BiGRU+BiGRU,50,87.79,85.58,90.9,88.16,3,6
Mish,Hardswish,BiGRU+BiGRU,50,87.75,86.52,89.44,87.95,4,7
SELU,ReLU,BiGRU+BiGRU,50,87.82,88.47,86.98,87.72,3,6
SELU,ELU,BiGRU+BiGRU,50,87.34,88.64,85.66,87.12,4,7
SELU,LeakyReLU,BiGRU+BiGRU,50,87.58,85.63,90.32,87.91,3,6
SELU,Tanh,BiGRU+BiGRU,50,87.5,87.43,87.6,87.51,3,6
SELU,GELU,BiGRU+BiGRU,50,87.66,86.68,89.0,87.82,3,6
SELU,SiLU,BiGRU+BiGRU,50,87.47,85.12,90.82,87.88,3,6
SELU,Mish,BiGRU+BiGRU,50,87.59,86.8,88.66,87.72,3,6
SELU,SELU,BiGRU+BiGRU,50,87.72,87.14,88.5,87.82,4,7
SELU,PReLU,BiGRU+BiGRU,50,87.54,88.35,86.48,87.41,4,7
SELU,Hardswish,BiGRU+BiGRU,50,87.86,87.03,88.98,87.99,3,6
PReLU,ReLU,BiGRU+BiGRU,50,87.75,87.46,88.14,87.8,3,6
PReLU,ELU,BiGRU+BiGRU,50,87.85,86.54,89.64,88.06,3,6
PReLU,LeakyReLU,BiGRU+BiGRU,50,87.88,87.52,88.36,87.94,3,6
PReLU,Tanh,BiGRU+BiGRU,50,87.74,86.14,89.96,88.01,3,6
PReLU,GELU,BiGRU+BiGRU,50,87.58,86.44,89.14,87.77,3,6
PReLU,SiLU,BiGRU+BiGRU,50,87.38,84.55,91.48,87.88,3,6
PReLU,Mish,BiGRU+BiGRU,50,87.75,88.42,86.88,87.64,3,6
PReLU,SELU,BiGRU+BiGRU,50,87.63,87.55,87.74,87.64,3,6
PReLU,PReLU,BiGRU+BiGRU,50,87.64,87.48,87.86,87.67,3,6
PReLU,Hardswish,BiGRU+BiGRU,50,87.71,87.31,88.24,87.77,3,6
Hardswish,ReLU,BiGRU+BiGRU,50,87.78,87.23,88.52,87.87,3,6
Hardswish,ELU,BiGRU+BiGRU,50,87.77,86.76,89.14,87.94,3,6
Hardswish,LeakyReLU,BiGRU+BiGRU,50,87.45,87.81,86.98,87.39,3,6
Hardswish,Tanh,BiGRU+BiGRU,50,87.86,86.6,89.58,88.07,3,6
Hardswish,GELU,BiGRU+BiGRU,50,87.57,88.06,86.92,87.49,3,6
Hardswish,SiLU,BiGRU+BiGRU,50,87.69,87.53,87.9,87.72,3,6
Hardswish,Mish,BiGRU+BiGRU,50,87.7,86.11,89.9,87.96,3,6
Hardswish,SELU,BiGRU+BiGRU,50,87.8,86.71,89.28,87.98,3,6
Hardswish,PReLU,BiGRU+BiGRU,50,87.84,87.33,88.52,87.92,3,6
Hardswish,Hardswish,BiGRU+BiGRU,50,87.98,87.49,88.64,88.06,3,6
