Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiGRU+BiGRU
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiGRU+BiGRU_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 50]  53/100       SiLU+LeakyReLU acc= 87.60  ETA  39.4m
[seed 20]  54/100       SiLU+Tanh      acc= 87.68  ETA  38.0m
[seed 10]  57/100       SiLU+Mish      acc= 87.47  ETA  33.7m
[seed 30]  54/100       SiLU+Tanh      acc= 87.79  ETA  38.4m
[seed 40]  57/100       SiLU+Mish      acc= 87.71  ETA  34.1m
[seed 10]  58/100       SiLU+SELU      acc= 87.25  ETA  32.8m
[seed 50]  54/100       SiLU+Tanh      acc= 87.68  ETA  38.6m
[seed 20]  55/100       SiLU+GELU      acc= 87.48  ETA  37.1m
[seed 30]  55/100       SiLU+GELU      acc= 87.70  ETA  37.5m
[seed 10]  59/100       SiLU+PReLU     acc= 87.52  ETA  32.0m
[seed 50]  55/100       SiLU+GELU      acc= 87.68  ETA  37.8m
[seed 40]  58/100       SiLU+SELU      acc= 88.39  ETA  33.5m
[seed 20]  56/100       SiLU+SiLU      acc= 87.39  ETA  36.3m
[seed 30]  56/100       SiLU+SiLU      acc= 87.79  ETA  36.7m
[seed 10]  60/100       SiLU+Hardswish acc= 87.69  ETA  31.2m
[seed 50]  56/100       SiLU+SiLU      acc= 87.83  ETA  36.9m
[seed 40]  59/100       SiLU+PReLU     acc= 87.66  ETA  32.7m
[seed 20]  57/100       SiLU+Mish      acc= 87.74  ETA  35.5m
[seed 30]  57/100       SiLU+Mish      acc= 87.86  ETA  35.9m
[seed 10]  61/100       Mish+ReLU      acc= 87.54  ETA  30.5m
[seed 40]  60/100       SiLU+Hardswish acc= 87.61  ETA  31.9m
[seed 50]  57/100       SiLU+Mish      acc= 87.85  ETA  36.1m
[seed 20]  58/100       SiLU+SELU      acc= 87.51  ETA  34.7m
[seed 30]  58/100       SiLU+SELU      acc= 87.07  ETA  35.0m
[seed 10]  62/100       Mish+ELU       acc= 87.29  ETA  29.7m
[seed 40]  61/100       Mish+ReLU      acc= 87.04  ETA  31.1m
[seed 50]  58/100       SiLU+SELU      acc= 87.78  ETA  35.2m
[seed 20]  59/100       SiLU+PReLU     acc= 87.35  ETA  34.0m
[seed 30]  59/100       SiLU+PReLU     acc= 87.67  ETA  34.2m
[seed 10]  63/100       Mish+LeakyReLU acc= 87.62  ETA  29.0m
[seed 50]  59/100       SiLU+PReLU     acc= 87.72  ETA  34.4m
[seed 40]  62/100       Mish+ELU       acc= 87.82  ETA  30.4m
[seed 20]  60/100       SiLU+Hardswish acc= 87.62  ETA  33.1m
[seed 30]  60/100       SiLU+Hardswish acc= 87.84  ETA  33.4m
[seed 10]  64/100       Mish+Tanh      acc= 86.97  ETA  28.2m
[seed 50]  60/100       SiLU+Hardswish acc= 87.75  ETA  33.6m
[seed 40]  63/100       Mish+LeakyReLU acc= 87.71  ETA  29.6m
[seed 20]  61/100       Mish+ReLU      acc= 87.21  ETA  32.3m
[seed 10]  65/100       Mish+GELU      acc= 87.75  ETA  27.4m
[seed 30]  61/100       Mish+ReLU      acc= 87.39  ETA  32.5m
[seed 40]  64/100       Mish+Tanh      acc= 87.26  ETA  28.8m
[seed 50]  61/100       Mish+ReLU      acc= 87.95  ETA  32.7m
[seed 20]  62/100       Mish+ELU       acc= 87.44  ETA  31.5m
[seed 10]  66/100       Mish+SiLU      acc= 87.63  ETA  26.6m
[seed 30]  62/100       Mish+ELU       acc= 87.56  ETA  31.7m
[seed 40]  65/100       Mish+GELU      acc= 87.50  ETA  28.0m
[seed 50]  62/100       Mish+ELU       acc= 87.73  ETA  31.9m
[seed 20]  63/100       Mish+LeakyReLU acc= 87.30  ETA  30.7m
[seed 10]  67/100       Mish+Mish      acc= 87.57  ETA  25.8m
[seed 30]  63/100       Mish+LeakyReLU acc= 87.41  ETA  30.9m
[seed 40]  66/100       Mish+SiLU      acc= 87.04  ETA  27.2m
[seed 50]  63/100       Mish+LeakyReLU acc= 87.65  ETA  31.1m
[seed 10]  68/100       Mish+SELU      acc= 87.30  ETA  24.9m
[seed 20]  64/100       Mish+Tanh      acc= 87.69  ETA  29.9m
[seed 30]  64/100       Mish+Tanh      acc= 87.66  ETA  30.1m
[seed 40]  67/100       Mish+Mish      acc= 87.22  ETA  26.4m
[seed 50]  64/100       Mish+Tanh      acc= 87.41  ETA  30.2m
[seed 10]  69/100       Mish+PReLU     acc= 87.40  ETA  24.2m
[seed 20]  65/100       Mish+GELU      acc= 87.27  ETA  29.1m
[seed 40]  68/100       Mish+SELU      acc= 87.10  ETA  25.5m
[seed 30]  65/100       Mish+GELU      acc= 87.73  ETA  29.2m
[seed 10]  70/100       Mish+Hardswish acc= 87.52  ETA  23.4m
