Device : cuda
GPU    : NVIDIA GeForce RTX 5080
======================================================================
FULL 5-SEED SWEEP  --  BiGRU+BiGRU
  100 cells x 5 seeds [10, 20, 30, 40, 50] = 500 runs
  output: BiGRU+BiGRU_5_seed_variance_results/
======================================================================

[1/4] Preparing data cache ...
  cache hit: cache\sweep_data

[2/4] Preflight skipped (--preflight to enable)

[3/4] Launching 5 workers, one per seed ...

Device : cuda
[seed 50]  65/100       Mish+GELU      acc= 87.71  ETA  29.4m
[seed 20]  66/100       Mish+SiLU      acc= 87.39  ETA  28.2m
[seed 40]  69/100       Mish+PReLU     acc= 87.47  ETA  24.8m
[seed 30]  66/100       Mish+SiLU      acc= 87.85  ETA  28.4m
[seed 10]  71/100       SELU+ReLU      acc= 87.53  ETA  22.6m
[seed 50]  66/100       Mish+SiLU      acc= 87.76  ETA  28.6m
[seed 20]  67/100       Mish+Mish      acc= 87.48  ETA  27.4m
[seed 40]  70/100       Mish+Hardswish acc= 87.23  ETA  23.9m
[seed 30]  67/100       Mish+Mish      acc= 87.79  ETA  27.6m
[seed 10]  72/100       SELU+ELU       acc= 87.08  ETA  21.8m
[seed 50]  67/100       Mish+Mish      acc= 87.56  ETA  27.7m
[seed 20]  68/100       Mish+SELU      acc= 87.78  ETA  26.6m
[seed 40]  71/100       SELU+ReLU      acc= 88.05  ETA  23.2m
[seed 30]  68/100       Mish+SELU      acc= 87.34  ETA  26.8m
[seed 10]  73/100       SELU+LeakyReLU acc= 87.62  ETA  21.0m
[seed 50]  68/100       Mish+SELU      acc= 87.88  ETA  26.9m
[seed 20]  69/100       Mish+PReLU     acc= 87.18  ETA  25.8m
[seed 10]  74/100       SELU+Tanh      acc= 87.16  ETA  20.2m
[seed 40]  72/100       SELU+ELU       acc= 86.47  ETA  22.4m
[seed 30]  69/100       Mish+PReLU     acc= 87.65  ETA  25.9m
[seed 50]  69/100       Mish+PReLU     acc= 87.79  ETA  26.1m
[seed 20]  70/100       Mish+Hardswish acc= 87.57  ETA  25.0m
[seed 10]  75/100       SELU+GELU      acc= 87.18  ETA  19.5m
[seed 40]  73/100       SELU+LeakyReLU acc= 87.81  ETA  21.7m
[seed 30]  70/100       Mish+Hardswish acc= 87.66  ETA  25.1m
[seed 50]  70/100       Mish+Hardswish acc= 87.75  ETA  25.3m
[seed 20]  71/100       SELU+ReLU      acc= 87.31  ETA  24.1m
[seed 10]  76/100       SELU+SiLU      acc= 87.54  ETA  18.7m
[seed 40]  74/100       SELU+Tanh      acc= 86.72  ETA  20.9m
[seed 30]  71/100       SELU+ReLU      acc= 87.53  ETA  24.3m
[seed 10]  77/100       SELU+Mish      acc= 87.53  ETA  17.9m
[seed 50]  71/100       SELU+ReLU      acc= 87.82  ETA  24.4m
[seed 20]  72/100       SELU+ELU       acc= 87.69  ETA  23.3m
[seed 40]  75/100       SELU+GELU      acc= 86.94  ETA  20.1m
[seed 30]  72/100       SELU+ELU       acc= 87.40  ETA  23.4m
[seed 10]  78/100       SELU+SELU      acc= 87.17  ETA  17.1m
[seed 20]  73/100       SELU+LeakyReLU acc= 87.42  ETA  22.5m
[seed 50]  72/100       SELU+ELU       acc= 87.34  ETA  23.6m
[seed 40]  76/100       SELU+SiLU      acc= 86.48  ETA  19.3m
[seed 30]  73/100       SELU+LeakyReLU acc= 87.48  ETA  22.6m
[seed 10]  79/100       SELU+PReLU     acc= 87.54  ETA  16.3m
[seed 20]  74/100       SELU+Tanh      acc= 86.96  ETA  21.6m
[seed 50]  73/100       SELU+LeakyReLU acc= 87.58  ETA  22.8m
[seed 30]  74/100       SELU+Tanh      acc= 87.37  ETA  21.7m
[seed 40]  77/100       SELU+Mish      acc= 87.24  ETA  18.5m
[seed 10]  80/100       SELU+Hardswish acc= 87.43  ETA  15.5m
[seed 20]  75/100       SELU+GELU      acc= 87.69  ETA  20.8m
[seed 50]  74/100       SELU+Tanh      acc= 87.50  ETA  21.9m
[seed 10]  81/100      PReLU+ReLU      acc= 87.34  ETA  14.7m
[seed 30]  75/100       SELU+GELU      acc= 87.43  ETA  20.9m
[seed 40]  78/100       SELU+SELU      acc= 87.27  ETA  17.7m
[seed 20]  76/100       SELU+SiLU      acc= 87.42  ETA  19.9m
[seed 50]  75/100       SELU+GELU      acc= 87.66  ETA  21.1m
[seed 10]  82/100      PReLU+ELU       acc= 86.98  ETA  13.9m
[seed 30]  76/100       SELU+SiLU      acc= 87.39  ETA  20.1m
[seed 40]  79/100       SELU+PReLU     acc= 87.09  ETA  16.9m
[seed 20]  77/100       SELU+Mish      acc= 87.52  ETA  19.1m
[seed 50]  76/100       SELU+SiLU      acc= 87.47  ETA  20.2m
[seed 10]  83/100      PReLU+LeakyReLU acc= 86.66  ETA  13.1m
[seed 40]  80/100       SELU+Hardswish acc= 86.38  ETA  16.1m
[seed 30]  77/100       SELU+Mish      acc= 87.44  ETA  19.2m
[seed 20]  78/100       SELU+SELU      acc= 87.29  ETA  18.3m
[seed 50]  77/100       SELU+Mish      acc= 87.59  ETA  19.4m
[seed 10]  84/100      PReLU+Tanh      acc= 87.37  ETA  12.4m
[seed 40]  81/100      PReLU+ReLU      acc= 87.75  ETA  15.3m
[seed 30]  78/100       SELU+SELU      acc= 87.40  ETA  18.4m
[seed 20]  79/100       SELU+PReLU     acc= 87.46  ETA  17.5m
[seed 10]  85/100      PReLU+GELU      acc= 87.38  ETA  11.6m
[seed 40]  82/100      PReLU+ELU       acc= 87.21  ETA  14.5m
[seed 50]  78/100       SELU+SELU      acc= 87.72  ETA  18.6m
[seed 30]  79/100       SELU+PReLU     acc= 87.46  ETA  17.5m
[seed 20]  80/100       SELU+Hardswish acc= 87.68  ETA  16.6m
[seed 10]  86/100      PReLU+SiLU      acc= 87.21  ETA  10.8m
[seed 40]  83/100      PReLU+LeakyReLU acc= 87.76  ETA  13.7m
[seed 30]  80/100       SELU+Hardswish acc= 87.68  ETA  16.7m
[seed 50]  79/100       SELU+PReLU     acc= 87.54  ETA  17.8m
[seed 20]  81/100      PReLU+ReLU      acc= 87.26  ETA  15.8m
[seed 40]  84/100      PReLU+Tanh      acc= 87.02  ETA  12.8m
[seed 10]  87/100      PReLU+Mish      acc= 87.31  ETA  10.1m
[seed 30]  81/100      PReLU+ReLU      acc= 87.56  ETA  15.9m
[seed 50]  80/100       SELU+Hardswish acc= 87.86  ETA  16.9m
[seed 40]  85/100      PReLU+GELU      acc= 86.93  ETA  12.0m
[seed 20]  82/100      PReLU+ELU       acc= 87.35  ETA  15.0m
[seed 10]  88/100      PReLU+SELU      acc= 87.21  ETA   9.3m
[seed 30]  82/100      PReLU+ELU       acc= 87.49  ETA  15.0m
[seed 50]  81/100      PReLU+ReLU      acc= 87.75  ETA  16.1m
[seed 40]  86/100      PReLU+SiLU      acc= 87.72  ETA  11.2m
[seed 20]  83/100      PReLU+LeakyReLU acc= 87.50  ETA  14.1m
[seed 10]  89/100      PReLU+PReLU     acc= 87.49  ETA   8.5m
[seed 30]  83/100      PReLU+LeakyReLU acc= 87.51  ETA  14.2m
[seed 50]  82/100      PReLU+ELU       acc= 87.85  ETA  15.2m
[seed 10]  90/100      PReLU+Hardswish acc= 87.50  ETA   7.7m
[seed 40]  87/100      PReLU+Mish      acc= 87.38  ETA  10.4m
[seed 20]  84/100      PReLU+Tanh      acc= 87.26  ETA  13.3m
[seed 30]  84/100      PReLU+Tanh      acc= 87.61  ETA  13.4m
[seed 50]  83/100      PReLU+LeakyReLU acc= 87.88  ETA  14.4m
[seed 40]  88/100      PReLU+SELU      acc= 87.17  ETA   9.6m
[seed 10]  91/100  Hardswish+ReLU      acc= 87.23  ETA   7.0m
[seed 20]  85/100      PReLU+GELU      acc= 87.31  ETA  12.5m
[seed 30]  85/100      PReLU+GELU      acc= 87.82  ETA  12.5m
[seed 50]  84/100      PReLU+Tanh      acc= 87.74  ETA  13.5m
[seed 10]  92/100  Hardswish+ELU       acc= 87.42  ETA   6.2m
[seed 40]  89/100      PReLU+PReLU     acc= 86.82  ETA   8.8m
[seed 20]  86/100      PReLU+SiLU      acc= 87.37  ETA  11.6m
[seed 30]  86/100      PReLU+SiLU      acc= 87.83  ETA  11.7m
[seed 50]  85/100      PReLU+GELU      acc= 87.58  ETA  12.7m
[seed 10]  93/100  Hardswish+LeakyReLU acc= 87.71  ETA   5.4m
[seed 40]  90/100      PReLU+Hardswish acc= 87.20  ETA   8.0m
[seed 20]  87/100      PReLU+Mish      acc= 87.26  ETA  10.8m
[seed 50]  86/100      PReLU+SiLU      acc= 87.38  ETA  11.8m
[seed 30]  87/100      PReLU+Mish      acc= 87.95  ETA  10.9m
[seed 10]  94/100  Hardswish+Tanh      acc= 87.29  ETA   4.6m
[seed 40]  91/100  Hardswish+ReLU      acc= 87.59  ETA   7.2m
[seed 20]  88/100      PReLU+SELU      acc= 87.69  ETA  10.0m
[seed 30]  88/100      PReLU+SELU      acc= 87.56  ETA  10.0m
[seed 50]  87/100      PReLU+Mish      acc= 87.75  ETA  11.0m
[seed 10]  95/100  Hardswish+GELU      acc= 87.41  ETA   3.9m
[seed 40]  92/100  Hardswish+ELU       acc= 86.86  ETA   6.4m
[seed 20]  89/100      PReLU+PReLU     acc= 87.32  ETA   9.1m
[seed 30]  89/100      PReLU+PReLU     acc= 87.85  ETA   9.2m
[seed 50]  88/100      PReLU+SELU      acc= 87.63  ETA  10.1m
[seed 10]  96/100  Hardswish+SiLU      acc= 87.44  ETA   3.1m
[seed 40]  93/100  Hardswish+LeakyReLU acc= 87.12  ETA   5.6m
[seed 20]  90/100      PReLU+Hardswish acc= 87.40  ETA   8.3m
[seed 10]  97/100  Hardswish+Mish      acc= 87.64  ETA   2.3m
[seed 30]  90/100      PReLU+Hardswish acc= 87.72  ETA   8.3m
[seed 50]  89/100      PReLU+PReLU     acc= 87.64  ETA   9.3m
[seed 40]  94/100  Hardswish+Tanh      acc= 88.02  ETA   4.8m
[seed 20]  91/100  Hardswish+ReLU      acc= 87.58  ETA   7.5m
[seed 10]  98/100  Hardswish+SELU      acc= 87.47  ETA   1.5m
[seed 30]  91/100  Hardswish+ReLU      acc= 88.02  ETA   7.5m
[seed 50]  90/100      PReLU+Hardswish acc= 87.71  ETA   8.4m
[seed 40]  95/100  Hardswish+GELU      acc= 87.14  ETA   4.0m
[seed 10]  99/100  Hardswish+PReLU     acc= 87.74  ETA   0.8m
[seed 20]  92/100  Hardswish+ELU       acc= 87.49  ETA   6.7m
[seed 30]  92/100  Hardswish+ELU       acc= 87.61  ETA   6.7m
[seed 50]  91/100  Hardswish+ReLU      acc= 87.78  ETA   7.6m
[seed 40]  96/100  Hardswish+SiLU      acc= 87.26  ETA   3.2m
[seed 10] 100/100  Hardswish+Hardswish acc= 87.40  ETA   0.0m
[seed 10] DONE in 77.2 min -> BiGRU+BiGRU_5_seed_variance_results\seed_10.csv
[seed 20]  93/100  Hardswish+LeakyReLU acc= 87.92  ETA   5.8m
[seed 30]  93/100  Hardswish+LeakyReLU acc= 87.39  ETA   5.8m
[seed 50]  92/100  Hardswish+ELU       acc= 87.77  ETA   6.7m
[seed 40]  97/100  Hardswish+Mish      acc= 87.38  ETA   2.4m
[seed 20]  94/100  Hardswish+Tanh      acc= 87.35  ETA   5.0m
[seed 30]  94/100  Hardswish+Tanh      acc= 87.66  ETA   5.0m
[seed 50]  93/100  Hardswish+LeakyReLU acc= 87.45  ETA   5.9m
[seed 40]  98/100  Hardswish+SELU      acc= 87.10  ETA   1.6m
[seed 20]  95/100  Hardswish+GELU      acc= 87.61  ETA   4.1m
[seed 30]  95/100  Hardswish+GELU      acc= 87.85  ETA   4.1m
[seed 50]  94/100  Hardswish+Tanh      acc= 87.86  ETA   5.0m
[seed 40]  99/100  Hardswish+PReLU     acc= 86.81  ETA   0.8m
[seed 20]  96/100  Hardswish+SiLU      acc= 87.55  ETA   3.3m
[seed 30]  96/100  Hardswish+SiLU      acc= 87.73  ETA   3.3m
[seed 50]  95/100  Hardswish+GELU      acc= 87.57  ETA   4.2m
[seed 40] 100/100  Hardswish+Hardswish acc= 87.62  ETA   0.0m
[seed 40] DONE in 79.7 min -> BiGRU+BiGRU_5_seed_variance_results\seed_40.csv
[seed 20]  97/100  Hardswish+Mish      acc= 87.43  ETA   2.5m
[seed 30]  97/100  Hardswish+Mish      acc= 87.54  ETA   2.5m
[seed 50]  96/100  Hardswish+SiLU      acc= 87.69  ETA   3.3m
[seed 20]  98/100  Hardswish+SELU      acc= 87.43  ETA   1.6m
[seed 50]  97/100  Hardswish+Mish      acc= 87.70  ETA   2.5m
[seed 30]  98/100  Hardswish+SELU      acc= 87.48  ETA   1.6m
[seed 20]  99/100  Hardswish+PReLU     acc= 87.10  ETA   0.8m
[seed 50]  98/100  Hardswish+SELU      acc= 87.80  ETA   1.7m
[seed 30]  99/100  Hardswish+PReLU     acc= 87.58  ETA   0.8m
[seed 20] 100/100  Hardswish+Hardswish acc= 87.45  ETA   0.0m
[seed 20] DONE in 81.4 min -> BiGRU+BiGRU_5_seed_variance_results\seed_20.csv
[seed 50]  99/100  Hardswish+PReLU     acc= 87.84  ETA   0.8m
[seed 30] 100/100  Hardswish+Hardswish acc= 87.65  ETA   0.0m
[seed 30] DONE in 81.5 min -> BiGRU+BiGRU_5_seed_variance_results\seed_30.csv
[seed 50] 100/100  Hardswish+Hardswish acc= 87.98  ETA   0.0m
[seed 50] DONE in 81.7 min -> BiGRU+BiGRU_5_seed_variance_results\seed_50.csv

  workers finished with codes [0, 0, 0, 0, 0] in 81.7 min

[4/4] Merging and summarising ...

======================================================================
BiGRU+BiGRU: 500 runs over 5 seeds -> 100 cells
======================================================================
  all runs      -> BiGRU+BiGRU_5_seed_variance_results\all_runs.csv
  per-cell mean -> BiGRU+BiGRU_5_seed_variance_results\mean_100_cells.csv

  per-cell std: 0.10 to 0.59 (median 0.29)

  top 5 cells by mean accuracy:
         SiLU + Mish       87.73 +/- 0.16
         Tanh + LeakyReLU  87.72 +/- 0.40
         GELU + GELU       87.70 +/- 0.18
         SiLU + Hardswish  87.70 +/- 0.10
         GELU + Hardswish  87.69 +/- 0.18
